Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_675GF - Laboratory and pathology;'Clermont VA Clinic';'Laboratory and pathology at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - Advice nurse;'Clermont VA Clinic';'Advice nurse at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - Pharmacy;'Clermont VA Clinic';'Pharmacy at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - Primary care;'Clermont VA Clinic';'Primary care at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - Psychiatry;'Clermont VA Clinic';'Psychiatry at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - Smoking and tobacco cessation;'Clermont VA Clinic';'Smoking and tobacco cessation at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - Social work;'Clermont VA Clinic';'Social work at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - Addiction and substance abuse care;'Clermont VA Clinic';'Addiction and substance abuse care at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - PTSD care;'Clermont VA Clinic';'PTSD care at VA Orlando health care';'';'VA Orlando health care'
vha_675GF - Telehealth;'Clermont VA Clinic';'Telehealth at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - Mental health care;'Crossroads VA Clinic';'Mental health care at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - Neurology;'Crossroads VA Clinic';'Neurology at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - Advice nurse;'Crossroads VA Clinic';'Advice nurse at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - Pharmacy;'Crossroads VA Clinic';'Pharmacy at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - PTSD care;'Crossroads VA Clinic';'PTSD care at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - Psychiatry;'Crossroads VA Clinic';'Psychiatry at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - Psychology;'Crossroads VA Clinic';'Psychology at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - Suicide prevention;'Crossroads VA Clinic';'Suicide prevention at VA Orlando health care';'';'VA Orlando health care'
vha_675QD - Telehealth;'Crossroads VA Clinic';'Telehealth at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Extended care and rehabilitation;'Deltona VA Clinic';'Extended care and rehabilitation at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Diabetic care;'Deltona VA Clinic';'Diabetic care at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Geriatrics;'Deltona VA Clinic';'Geriatrics at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Internal medicine;'Deltona VA Clinic';'Internal medicine at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Laboratory and pathology;'Deltona VA Clinic';'Laboratory and pathology at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Advice nurse;'Deltona VA Clinic';'Advice nurse at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Primary care;'Deltona VA Clinic';'Primary care at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Pharmacy;'Deltona VA Clinic';'Pharmacy at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Psychiatry;'Deltona VA Clinic';'Psychiatry at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Smoking and tobacco cessation;'Deltona VA Clinic';'Smoking and tobacco cessation at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Social work;'Deltona VA Clinic';'Social work at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Addiction and substance abuse care;'Deltona VA Clinic';'Addiction and substance abuse care at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - PTSD care;'Deltona VA Clinic';'PTSD care at VA Orlando health care';'';'VA Orlando health care'
vha_675GD - Telehealth;'Deltona VA Clinic';'Telehealth at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Geriatrics;'Kissimmee VA Clinic';'Geriatrics at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Internal medicine;'Kissimmee VA Clinic';'Internal medicine at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Laboratory and pathology;'Kissimmee VA Clinic';'Laboratory and pathology at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Advice nurse;'Kissimmee VA Clinic';'Advice nurse at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Pharmacy;'Kissimmee VA Clinic';'Pharmacy at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Primary care;'Kissimmee VA Clinic';'Primary care at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Psychiatry;'Kissimmee VA Clinic';'Psychiatry at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Smoking and tobacco cessation;'Kissimmee VA Clinic';'Smoking and tobacco cessation at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Social work;'Kissimmee VA Clinic';'Social work at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Addiction and substance abuse care;'Kissimmee VA Clinic';'Addiction and substance abuse care at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - PTSD care;'Kissimmee VA Clinic';'PTSD care at VA Orlando health care';'';'VA Orlando health care'
vha_675GC - Telehealth;'Kissimmee VA Clinic';'Telehealth at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Audiology and speech;'Lake Baldwin VA Clinic';'Audiology and speech at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Registry exams;'Lake Baldwin VA Clinic';'Registry exams at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Dental/oral surgery;'Lake Baldwin VA Clinic';'Dental/oral surgery at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Diabetic care;'Lake Baldwin VA Clinic';'Diabetic care at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Nutrition, food, and dietary care;'Lake Baldwin VA Clinic';'Nutrition, food, and dietary care at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Homeless Veteran care;'Lake Baldwin VA Clinic';'Homeless Veteran care at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Laboratory and pathology;'Lake Baldwin VA Clinic';'Laboratory and pathology at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Mental health care;'Lake Baldwin VA Clinic';'Mental health care at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Advice nurse;'Lake Baldwin VA Clinic';'Advice nurse at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Physical therapy, occupational therapy and kinesiotherapy;'Lake Baldwin VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Optometry;'Lake Baldwin VA Clinic';'Optometry at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Pain management;'Lake Baldwin VA Clinic';'Pain management at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Pharmacy;'Lake Baldwin VA Clinic';'Pharmacy at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Physical medicine and rehabilitation;'Lake Baldwin VA Clinic';'Physical medicine and rehabilitation at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Primary care;'Lake Baldwin VA Clinic';'Primary care at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Rehabilitation and prosthetics;'Lake Baldwin VA Clinic';'Rehabilitation and prosthetics at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Radiology;'Lake Baldwin VA Clinic';'Radiology at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Social work;'Lake Baldwin VA Clinic';'Social work at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Telehealth;'Lake Baldwin VA Clinic';'Telehealth at VA Orlando health care';'';'VA Orlando health care'
vha_675GG - Women Veteran care;'Lake Baldwin VA Clinic';'Women Veteran care at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Extended care and rehabilitation;'Tavares VA Clinic';'Extended care and rehabilitation at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Diabetic care;'Tavares VA Clinic';'Diabetic care at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Geriatrics;'Tavares VA Clinic';'Geriatrics at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Internal medicine;'Tavares VA Clinic';'Internal medicine at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Laboratory and pathology;'Tavares VA Clinic';'Laboratory and pathology at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Advice nurse;'Tavares VA Clinic';'Advice nurse at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Primary care;'Tavares VA Clinic';'Primary care at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Pharmacy;'Tavares VA Clinic';'Pharmacy at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Psychiatry;'Tavares VA Clinic';'Psychiatry at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Smoking and tobacco cessation;'Tavares VA Clinic';'Smoking and tobacco cessation at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Social work;'Tavares VA Clinic';'Social work at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Addiction and substance abuse care;'Tavares VA Clinic';'Addiction and substance abuse care at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - PTSD care;'Tavares VA Clinic';'PTSD care at VA Orlando health care';'';'VA Orlando health care'
vha_675GE - Telehealth;'Tavares VA Clinic';'Telehealth at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Audiology and speech;'Viera VA Clinic';'Audiology and speech at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Dental/oral surgery;'Viera VA Clinic';'Dental/oral surgery at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Laboratory and pathology;'Viera VA Clinic';'Laboratory and pathology at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Neurology;'Viera VA Clinic';'Neurology at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Radiology;'Viera VA Clinic';'Radiology at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Optometry;'Viera VA Clinic';'Optometry at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Orthopedics;'Viera VA Clinic';'Orthopedics at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Surgery;'Viera VA Clinic';'Surgery at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Physical therapy, occupational therapy and kinesiotherapy;'Viera VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Primary care;'Viera VA Clinic';'Primary care at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Psychiatry;'Viera VA Clinic';'Psychiatry at VA Orlando health care';'';'VA Orlando health care'
vha_675GA - Pulmonary medicine;'Viera VA Clinic';'Pulmonary medicine at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Pharmacy;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Pharmacy at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Amputation care;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Amputation care at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Audiology and speech;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Audiology and speech at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Registry exams;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Registry exams at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Surgery;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Surgery at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Dental/oral surgery;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Dental/oral surgery at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Endocrinology;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Endocrinology at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Urology;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Urology at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Cardiology;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Cardiology at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Homeless Veteran care;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Homeless Veteran care at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Allergy, asthma and immunology;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Allergy, asthma and immunology at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Primary care;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Primary care at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Laboratory and pathology;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Laboratory and pathology at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Advice nurse;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Advice nurse at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Optometry;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Optometry at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Orthopedics;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Orthopedics at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Physical medicine and rehabilitation;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Physical medicine and rehabilitation at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Rehabilitation and prosthetics;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Rehabilitation and prosthetics at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Psychology;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Psychology at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - PTSD care;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'PTSD care at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Pulmonary medicine;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Pulmonary medicine at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Radiology;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Radiology at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Rheumatology;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Rheumatology at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Colon and rectal surgery;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Colon and rectal surgery at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Smoking and tobacco cessation;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Smoking and tobacco cessation at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Social work;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Social work at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Spinal cord injury and disorders;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Spinal cord injury and disorders at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Addiction and substance abuse care;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Addiction and substance abuse care at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Telehealth;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Telehealth at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Blind and low vision rehabilitation;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Blind and low vision rehabilitation at VA Orlando health care';'';'VA Orlando health care'
vha_675GB - Women Veteran care;'William V. Chappell, Jr. Veterans'' Outpatient Clinic';'Women Veteran care at VA Orlando health care';'';'VA Orlando health care'
vha_673 - Rehabilitation and prosthetics;'James A. Haley Veterans'' Hospital';'Rehabilitation and prosthetics at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Adaptive sports;'James A. Haley Veterans'' Hospital';'Adaptive sports at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Audiology and speech;'James A. Haley Veterans'' Hospital';'Audiology and speech at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Travel reimbursement;'James A. Haley Veterans'' Hospital';'Travel reimbursement at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Radiology;'James A. Haley Veterans'' Hospital';'Radiology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Cardiovascular surgery;'James A. Haley Veterans'' Hospital';'Cardiovascular surgery at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Cardiology;'James A. Haley Veterans'' Hospital';'Cardiology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Caregiver support;'James A. Haley Veterans'' Hospital';'Caregiver support at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Pain management;'James A. Haley Veterans'' Hospital';'Pain management at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Telehealth;'James A. Haley Veterans'' Hospital';'Telehealth at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Registry exams;'James A. Haley Veterans'' Hospital';'Registry exams at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Physical medicine and rehabilitation;'James A. Haley Veterans'' Hospital';'Physical medicine and rehabilitation at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Patient advocates;'James A. Haley Veterans'' Hospital';'Patient advocates at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Dental/oral surgery;'James A. Haley Veterans'' Hospital';'Dental/oral surgery at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Dermatology;'James A. Haley Veterans'' Hospital';'Dermatology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Diabetic care;'James A. Haley Veterans'' Hospital';'Diabetic care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Endocrinology;'James A. Haley Veterans'' Hospital';'Endocrinology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Otolaryngology;'James A. Haley Veterans'' Hospital';'Otolaryngology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Mental health care;'James A. Haley Veterans'' Hospital';'Mental health care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Surgery;'James A. Haley Veterans'' Hospital';'Surgery at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Geriatrics;'James A. Haley Veterans'' Hospital';'Geriatrics at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Extended care and rehabilitation;'James A. Haley Veterans'' Hospital';'Extended care and rehabilitation at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Primary care;'James A. Haley Veterans'' Hospital';'Primary care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Homeless Veteran care;'James A. Haley Veterans'' Hospital';'Homeless Veteran care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Internal medicine;'James A. Haley Veterans'' Hospital';'Internal medicine at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Laboratory and pathology;'James A. Haley Veterans'' Hospital';'Laboratory and pathology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - LGBT Veteran care;'James A. Haley Veterans'' Hospital';'LGBT Veteran care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Spinal cord injury and disorders;'James A. Haley Veterans'' Hospital';'Spinal cord injury and disorders at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Military sexual trauma care;'James A. Haley Veterans'' Hospital';'Military sexual trauma care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Minority Veteran care;'James A. Haley Veterans'' Hospital';'Minority Veteran care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - My HealtheVet coordinator;'James A. Haley Veterans'' Hospital';'My HealtheVet coordinator at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Neurosurgery;'James A. Haley Veterans'' Hospital';'Neurosurgery at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Nutrition, food, and dietary care;'James A. Haley Veterans'' Hospital';'Nutrition, food, and dietary care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Ophthalmology;'James A. Haley Veterans'' Hospital';'Ophthalmology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Optometry;'James A. Haley Veterans'' Hospital';'Optometry at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Orthopedics;'James A. Haley Veterans'' Hospital';'Orthopedics at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Pharmacy;'James A. Haley Veterans'' Hospital';'Pharmacy at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Physical therapy, occupational therapy and kinesiotherapy;'James A. Haley Veterans'' Hospital';'Physical therapy, occupational therapy and kinesiotherapy at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Plastic and reconstructive surgery;'James A. Haley Veterans'' Hospital';'Plastic and reconstructive surgery at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Vocational rehabilitation and employment programs;'James A. Haley Veterans'' Hospital';'Vocational rehabilitation and employment programs at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Podiatry;'James A. Haley Veterans'' Hospital';'Podiatry at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Polytrauma and traumatic brain injury;'James A. Haley Veterans'' Hospital';'Polytrauma and traumatic brain injury at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Returning service member care;'James A. Haley Veterans'' Hospital';'Returning service member care at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Radiation oncology;'James A. Haley Veterans'' Hospital';'Radiation oncology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Social work;'James A. Haley Veterans'' Hospital';'Social work at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Suicide prevention;'James A. Haley Veterans'' Hospital';'Suicide prevention at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Urology;'James A. Haley Veterans'' Hospital';'Urology at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Vascular surgery;'James A. Haley Veterans'' Hospital';'Vascular surgery at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Blind and low vision rehabilitation;'James A. Haley Veterans'' Hospital';'Blind and low vision rehabilitation at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Wheelchair and mobility;'James A. Haley Veterans'' Hospital';'Wheelchair and mobility at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Whole health;'James A. Haley Veterans'' Hospital';'Whole health at VA Tampa health care';'';'VA Tampa health care'
vha_673 - Women Veteran care;'James A. Haley Veterans'' Hospital';'Women Veteran care at VA Tampa health care';'';'VA Tampa health care'
vha_673BV - Homeless Veteran care;'Tampa VA Domiciliary';'Homeless Veteran care at VA Tampa health care';'';'VA Tampa health care'
vha_673BZ - Cardiology;'Brooksville VA Clinic';'Cardiology at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Audiology and speech;'Brooksville VA Clinic';'Audiology and speech at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Pharmacy;'Brooksville VA Clinic';'Pharmacy at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Laboratory and pathology;'Brooksville VA Clinic';'Laboratory and pathology at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Mental health care;'Brooksville VA Clinic';'Mental health care at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - My HealtheVet coordinator;'Brooksville VA Clinic';'My HealtheVet coordinator at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Advice nurse;'Brooksville VA Clinic';'Advice nurse at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Nutrition, food, and dietary care;'Brooksville VA Clinic';'Nutrition, food, and dietary care at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Physical therapy, occupational therapy and kinesiotherapy;'Brooksville VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Podiatry;'Brooksville VA Clinic';'Podiatry at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Primary care;'Brooksville VA Clinic';'Primary care at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Rehabilitation and prosthetics;'Brooksville VA Clinic';'Rehabilitation and prosthetics at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Psychiatry;'Brooksville VA Clinic';'Psychiatry at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Psychology;'Brooksville VA Clinic';'Psychology at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Radiology;'Brooksville VA Clinic';'Radiology at VA Tampa health care';'';'VA Tampa health care'
vha_673GC - Social work;'Brooksville VA Clinic';'Social work at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Radiology;'Hidden River VA Clinic';'Radiology at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Pharmacy;'Hidden River VA Clinic';'Pharmacy at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Dental/oral surgery;'Hidden River VA Clinic';'Dental/oral surgery at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Nutrition, food, and dietary care;'Hidden River VA Clinic';'Nutrition, food, and dietary care at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Gynecology;'Hidden River VA Clinic';'Gynecology at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Laboratory and pathology;'Hidden River VA Clinic';'Laboratory and pathology at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - My HealtheVet coordinator;'Hidden River VA Clinic';'My HealtheVet coordinator at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Advice nurse;'Hidden River VA Clinic';'Advice nurse at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Physical therapy, occupational therapy and kinesiotherapy;'Hidden River VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Podiatry;'Hidden River VA Clinic';'Podiatry at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Primary care;'Hidden River VA Clinic';'Primary care at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Rehabilitation and prosthetics;'Hidden River VA Clinic';'Rehabilitation and prosthetics at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Psychiatry;'Hidden River VA Clinic';'Psychiatry at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Psychology;'Hidden River VA Clinic';'Psychology at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Social work;'Hidden River VA Clinic';'Social work at VA Tampa health care';'';'VA Tampa health care'
vha_673QJ - Telehealth;'Hidden River VA Clinic';'Telehealth at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - Audiology and speech;'Lakeland VA Clinic';'Audiology and speech at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - Nutrition, food, and dietary care;'Lakeland VA Clinic';'Nutrition, food, and dietary care at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - Laboratory and pathology;'Lakeland VA Clinic';'Laboratory and pathology at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - My HealtheVet coordinator;'Lakeland VA Clinic';'My HealtheVet coordinator at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - Advice nurse;'Lakeland VA Clinic';'Advice nurse at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - Pharmacy;'Lakeland VA Clinic';'Pharmacy at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - Primary care;'Lakeland VA Clinic';'Primary care at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - Psychology;'Lakeland VA Clinic';'Psychology at VA Tampa health care';'';'VA Tampa health care'
vha_673GB - Social work;'Lakeland VA Clinic';'Social work at VA Tampa health care';'';'VA Tampa health care'
vha_673GH - Primary care;'Lecanto VA Clinic';'Primary care at VA Tampa health care';'';'VA Tampa health care'
vha_673BZ - Audiology and speech;'New Port Richey VA Clinic';'Audiology and speech at VA Tampa health care';'';'VA Tampa health care'
vha_673BZ - Dental/oral surgery;'New Port Richey VA Clinic';'Dental/oral surgery at VA Tampa health care';'';'VA Tampa health care'
vha_673BZ - Primary care;'New Port Richey VA Clinic';'Primary care at VA Tampa health care';'';'VA Tampa health care'
vha_673BZ - Mental health care;'New Port Richey VA Clinic';'Mental health care at VA Tampa health care';'';'VA Tampa health care'
