Id;Health Service;Full Upload;Health System;Owner
Patient advocates - VA Palo Alto health care;'Patient advocates';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our patient advocates work hard to make sure you receive the best possible care at our health care facilities. They can:</p> <ul><li>Help you get answers or address concerns with your care team</li><li>Advocate for patient and family rights</li><li>Mobility assessment and training with wheelchairs, scooters, and walking devices</li><li>Life skills training and activities to help you maintain the highest level of independence and functionality</li><li>Aquatic therapy to manage chronic pain</li><li>Evaluation and treatment for a wide range of medical, orthopedic, psychosocial, and neurological conditions</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Pharmacy - VA Palo Alto health care;'Pharmacy';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our pharmacy provides you and other Veterans with convenient, efficient service to make it easy to get your medications and medical supplies. You can:</p> <ul><li>Pick up new prescriptions in person</li><li>Refill prescriptions online and by phone or mail</li><li>Breast reduction and reconstruction surgery</li><li>Skin grafts to treat burns, injuries, or illnesses, which involves removing skin from one part of your body and grafting it to another</li><li>Nasal reconstruction surgery to change the shape of your nose</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Physical medicine and rehabilitation - VA Palo Alto health care;'Physical medicine and rehabilitation';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our physical medicine and rehabilitation doctors and therapists focus on whole-body health. They can help you manage your pain, increase your independence, and improve your quality of life with services like:  </p> <ul><li>Personalized therapy for your rehabilitation</li><li>Medication, stretching, and massage for short-term pain relief</li><li>Injections to reduce pain and swelling  </li><li>Joint arthroplasty (surgical repair or reconstruction) and replacement</li><li>Minimally invasive surgery and post-surgical rehabilitation </li><li>Foot health maintenance procedures (bunion removal, resurfacing, and nail trimming)</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Polytrauma and traumatic brain injury - VA Palo Alto health care;'Polytrauma and traumatic brain injury';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our specialized rehabilitation program network serves severely injured Veterans and service members who have multiple combat- or civilian-related traumatic injuries. We offer:</p> <ul><li>Physical, visual, and cognitive rehabilitation</li><li>State-of-the-art prosthetics</li><li>Posttraumatic stress disorder (PTSD) and combat-related stress disorder</li><li>Emotional issues like anger management and relationship challenges </li><li>Confused thinking, memory problems, and invasive thoughts or ideas</li><li>Aggressive or self-harming behaviors  </li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Pulmonary medicine - VA Palo Alto health care;'Pulmonary medicine';'<h3>Care we provide at VA Palo Alto health care</h3><p>If you find it difficult to breathe or sleep, our pulmonary (lung) specialists can help. We offer education, exercises, and treatments like:</p> <ul><li>Oxygen therapy to help you stay active and breathe better</li><li>Pulmonary rehabilitation to build your strength and increase lung capacity</li><li>Music, art, and crafts </li><li>Community outings</li><li>Exercise, sports, and games</li><li>Gardening and leisure education</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Recreation and creative arts therapy - VA Palo Alto health care;'Recreation and creative arts therapy';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our therapies promote your independence and enhance your health and well-being if you’re a Veteran with an injury, chronic (long-lasting) illness, or disabling condition. After your primary health care provider gives you a referral, a recreation therapist will develop treatment goals for you.</p> <ul><li>Recreation and creative arts therapy provides services and activities that include:</li><li>Animal interaction</li><li>Mental and behavioral health services</li><li>Family benefits counseling and assistance</li><li>Referral assistance</li><li>Learn more and connect with a coordinator</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Returning service member care - VA Palo Alto health care;'Returning service member care';'<h3>Care we provide at VA Palo Alto health care</h3><p>At VA <<insert facility name>> health care, we can help you readjust to civilian life if you’re returning from military service, on active duty, or an activated National Guard or Reserve member. Talk to one of our care coordinators about how to best use your health care benefits.</p> <ul><li>Polytrauma care (if you have multiple traumatic injuries)</li><li>Counseling and rehabilitation</li><li>Tobacco Cessation Quitline for individual counseling and strategies</li><li>SmokefreeVET text message program for daily advice and interactive support </li><li>Stay Quit Coach mobile app to help you quit smoking and stay smoke-free</li><li>Learn more about how to quit https://www.mentalhealth.va.gov/quit-tobacco/how-to-quit.asp</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Sleep medicine - VA Palo Alto health care;'Sleep medicine';'<h3>Care we provide at VA Palo Alto health care</h3><p>At various points in our lives, all of us suffer from a lack of sleep. But, if you are spending enough time in bed and still wake up tired or feel very sleepy during the day, you may have a sleep disorder. We can help. Our sleep specialists can:</p> <ul><li>Diagnose and treat sleep apnea and other sleep disorders</li><li>Monitor your blood oxygen levels and heart rate </li><li>Orthopedics (bones, muscles, ligaments, joints, and tendons), physical medicine and rehabilitation</li><li>Women’s health, gynecology, and urology</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Social work - VA Palo Alto health care;'Social work';'<h3>Care we provide at VA Palo Alto health care</h3><p>Social work is integral to health care. We can help you and your family manage stress-related problems due to injury or illness, and find VA community resources to meet your needs like:</p> <ul><li>Home health services  </li><li>Legal services </li><li>Gun safety locks</li><li>Learn more and connect with a care coordinator. (Link to Suicide Prevention page)</li><li>Learn more and connect with a care coordinator</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Spinal cord injury and disorders - VA Palo Alto health care;'Spinal cord injury and disorders';'<h3>Care we provide at VA Palo Alto health care</h3><p>VA has the nation’s largest system of care for spinal cord injuries and disorders. We provide a convenient, connected network of experts to care for you during each phase of your life. Our experienced primary care providers are trained to check for problems unique to spinal cord injuries.</p> <ul><li>Pressure ulcers</li><li>Pneumonia</li><li>Treat your cancer by removing and reducing tumors or other diseased tissues</li><li>Perform palliative surgery to help control your pain and manage side effects from other treatments, like chemotherapy or radiation therapy</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Suicide prevention - VA Palo Alto health care;'Suicide prevention';'<h3>Care we provide at VA Palo Alto health care</h3><p>We work with behavioral health providers and community organizations to help you and your family during times of crisis. We offer:</p> <ul><li>Suicide prevention care coordinators</li><li>Suicide prevention case managers</li><li>Bariatric surgery (visit remotely with your weight-loss surgery team before and after your operation) </li><li>Dermatology </li><li>Rehabilitation</li><li>Primary care</li><li>Learn more about telehealth  https://www.telehealth.va.gov/</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Surgery - VA Palo Alto health care;'Surgery';'<h3>Care we provide at VA Palo Alto health care</h3><p>We provide a wide range of surgical services, like:</p> <ul><li>General surgery</li><li>Anesthesia</li><li>Pleural illnesses, like pneumothorax (collapsed lung) and infections of the pleura (the thin membrane that lines the chest wall and covers the lungs)</li><li>Achalasia, which occurs when nerve damage prevents your esophagus from pushing food into your stomach)</li><li>Gastroesophageal reflux disease, or acid reflux, which occurs when stomach acid frequently flows back into your esophagus and irritates the lining</li><li>Diseases of the thymus, a small organ beneath your breastbone that produces cells that support your immune system and fight cancer</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Telehealth - VA Palo Alto health care;'Telehealth';'<h3>Care we provide at VA Palo Alto health care</h3><p>We use the latest in secure digital technology to set up remote visits with our health care providers. We offer video conferencing, home telehealth services, and store-and-forward telehealth that lets you securely send your health information to experts at VA facilities. We offer telehealth visits with providers in:</p> <ul><li>Mental health</li><li>Retinal care (eye)</li><li>Learn more about  VA travel pay reimbursement  https://www.va.gov/HealthBenefits/vtp/Beneficiary_Travel.asp</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Smoking and tobacco cessation - VA Palo Alto health care;'Smoking and tobacco cessation';'<h3>Care we provide at VA Palo Alto health care</h3><p>You can quit smoking or chewing tobacco. Our goal is to provide support and strategies to add to optional nicotine replacement therapy prescribed by your primary care doctor. These include: </p> <ul><li>FDA-approved medications to manage nicotine withdrawal and the urge to smoke. </li><li>Counseling in person or by phone</li><li>Blood clots </li><li>Bladder and sexual issues</li><li>Constipation and other gastrointestinal problems </li><li>Sexual issues</li><li>Learn more about the VA spinal cord injuries and disorders care system  https://www.sci.va.gov/VAs_SCID_System_of_Care.asp																				</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Vascular surgery - VA Palo Alto health care;'Vascular surgery';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our vascular surgeons treat illnesses of your arteries and veins. Our surgeons can treat these problems with medication and exercise. Vascular illness causes include atherosclerosis caused by the buildup of plaque in your arteries, blockage by a blood clot or fatty deposit, inflammation, (vasculitis), and trauma or injury</p> <ul><li>Arteriosclerosis (caused by the buildup of plaque in your arteries that restricts blood flow to your organs and tissues)</li><li>Aortic aneurysm and aortic valve disease</li><li>Yoga, tai chi, and qi gong classes </li><li>Massage and manual therapy</li><li>Learn more about VA whole health  https://www.va.gov/wholehealth/</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Women Veteran care - VA Palo Alto health care;'Women Veteran care';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our women's health program offers complete health care for women Veterans of all ages. Our primary care providers specialize in women’s health. They work closely with specialists in gynecology, obstetrics, female urology, oncology, medicine, radiology, surgery, and breast illness. Our services for women Veterans include:</p> <ul><li>Ultrasounds, Mammograms, Pap and HPV tests</li><li>Mental health care and counseling</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Wound care and ostomy - VA Palo Alto health care;'Wound care and ostomy';'<h3>Care we provide at VA Palo Alto health care</h3><p>Healing your wounds is an important step in your recovery and rehabilitation. Our wound care team will assess your wound, determine where you are in the healing process, and provide a treatment plan for your care. If you’ve had ostomy surgery and are living with either a temporary or permanent stoma (a surgical opening to allow urine, feces, or body fluids to exit your body), we can help you manage the care of your stoma, make good product choices, and cope with the effects of ostomy surgery.  We provide care and support for:</p> <ul><li>Open, non-healing, and hard-to-heal wounds</li><li>Localized incisions and infected or draining wounds</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Diabetes - VA Palo Alto health care;'Diabetes';'<h3>Care we provide at VA Palo Alto health care</h3><p>Medically necessary treatments for skin conditions like skin cancer and rashes</p> <ul><li>Self-management, education, and support classes</li><li>Insulin therapy and blood-glucose meter training</li><li>Help with daily tasks like bathing, dressing, making meals, and taking medicine</li><li>Pain management and palliative care to relieve suffering and improve quality of life for people with serious illnesses </li><li>Hospice care to provide comfort and compassionate care for people in the last phases of an incurable illness</li><li>To learn more about the different types of extended care that VA provides, see our guide to long-term services and support.  </li><li>Learn more about VA long term care  https://www.va.gov/GERIATRICS/</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Nutrition, food, and dietary - VA Palo Alto health care;'Nutrition, food, and dietary';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our registered dietitians can help you maintain or improve your health with good nutrition tailored to your needs. Through group, individual, and telehealth sessions, we provide nutrition education and counseling in areas such as: </p> <ul><li>Cardiovascular and heart health</li><li>Chronic kidney disease</li><li>Sports injuries</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Podiatry - VA Palo Alto health care;'Podiatry';'<h3>Care we provide at VA Palo Alto health care</h3><p>After years of walking, running, marching, jumping, rappelling, and parachuting, many Veterans experience trouble with their feet and ankles. We can help treat those problems so you can continue to enjoy an active lifestyle. Our podiatry services include:</p> <ul><li>Arthritis care for inflamed, swollen, or damaged joints</li><li>Foot and ankle fracture treatment, repair of cartilage, torn tendons and ligaments </li><li>Posttraumatic stress disorder (PTSD) and combat-related stress disorder </li><li>Emotional issues like anger management and relationship challenges, confused thinking, memory problems, and invasive thoughts or ideas </li><li>Aggressive or self-harming behaviors </li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Urology - VA Palo Alto health care;'Urology';'<h3>Care we provide at VA Palo Alto health care</h3><p>We evaluate, diagnose, and treat a wide range of urology diseases and conditions that include kidney stones, erectile dysfunction, urinary incontinence, prostate cancer, and more. We provide you with medical care, surgery, and minimally invasive procedures for health issues that affect:</p> <ul><li>Kidneys</li><li>Bladder</li><li>Promote good posture, breathing, digestion, and tissue health</li><li>Prevent complications and additional injuries</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Whole health - VA Palo Alto health care;'Whole health';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our whole health approach empowers and equips you to take charge of your health, well-being, and quality of life. Whole health goes beyond your illnesses, injuries, or disabilities, and focuses instead on your values, goals, and overall health. It includes self-care and complementary therapies along with conventional medical care. Our whole health program includes:</p> <ul><li>Acupuncture to help you manage pain without drugs</li><li>Meditation and mindfulness training</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Cardiology - VA Palo Alto health care;'Cardiology';'<h3>Care we provide at VA Palo Alto health care</h3><p>We perform noninvasive and minimally invasive tests and procedures that check, support, and improve your heart health. We’ll work with you to develop a personalized treatment plan and treat you with the most effective medications. Our services include</p> <ul><li>Evaluating you for coronary heart disease, heart-valve disease, and heart defects</li><li>Determining how well blood flows through your heart vessels or find the cause of your heart failure</li><li>Soft-tissue mobilization, which uses gentle pressure or massage to relax tense muscles, reduce scar tissue, or stretch connective tissue</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Primary care - VA Palo Alto health care;'Primary care';'<h3>Care we provide at VA Palo Alto health care</h3><p>A strong network of family and internal medicine specialists and services can offer you the best possible care. Internal medicine doctors (internists) prevent, diagnose, and treat adult diseases. Doctors who specialize in family medicine provide primary health care to the entire family. Your primary care team can coordinate the many services you receive such as: </p> <ul><li>Labs and blood work</li><li>Mental health care</li><li>Treatment for addictive disorders</li><li>Transition and care management for post-9/11 combat Veterans of Operation Enduring Freedom (OEF), Operation Iraqi Freedom (OIF), and Operation New Dawn (OND) </li><li>Learn more about PTSD https://www.ptsd.va.gov/</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Internal medicine - VA Palo Alto health care;'Internal medicine';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our internists are primary-care doctors who treat adults for a wide range of health issues. Our internists can:</p> <ul><li>Perform checkups for annual, employee, and sports physical exams</li><li>Order blood work and lab services</li><li>Testing and treatment for HIV and STIs (sexually transmitted infections)</li><li>Mental health care</li><li>Psychosocial assessments for gender-confirming surgeries and hormone therapy</li><li>Learn more and connect with a care coordinator	</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Laboratory and pathology - VA Palo Alto health care;'Laboratory and pathology';'<h3>Care we provide at VA Palo Alto health care</h3><p>Our laboratories provide a full range of clinical and diagnostic testing services. Our laboratory and pathology services include:</p> <ul><li>Study of blood, urine, and other bodily fluids for illness management</li><li>Testing for infectious diseases</li><li>Posttraumatic stress disorder (PTSD)</li><li>Anxiety, addictive behaviors, and personality disorders</li><li>Aggressive or self-harming behaviors</li><li>Learn more and connect with a care coordinator</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Geriatrics - VA Palo Alto health care;'Geriatrics';'<h3>Care we provide at VA Palo Alto health care</h3><p>We assess your situation and condition to decide which outpatient geriatric services are right for you or a senior Veteran in your care, and then we coordinate your care. Our team of specialists provides geriatric services that include:</p> <ul><li>Medicine and nursing</li><li>Psychology, psychiatry, and social work</li><li>Medication (PEP) taken after potential exposure to HIV</li><li>Specialty care referrals</li><li>One-to-one patient education</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Psychiatry - VA Palo Alto health care;'Psychiatry';'<h3>Care we provide at VA Palo Alto health care</h3><p>Good mental health is a vital part of your overall wellness. Our psychiatry teams offer consultation, evaluation, and treatment to help you with a range of mental and behavioral health problems, including:</p> <ul><li>Depression (including sadness and grief), anxiety (including worry and nervousness), and personality disorders  </li><li>Addictive behaviors and substance abuse</li><li>Healthy diets to help you manage your weight and improve energy</li><li>Strategies to help you increase your feelings of control, optimism, and self-esteem</li><li>Tests to measure your lung function, lung volume, and blood gas</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Allergy, asthma and immunology - VA Palo Alto health care;'Allergy, asthma and immunology';'<h3>Care we provide at VA Palo Alto health care</h3><p>We diagnose, evaluate, and treat your asthma, allergies, and non-HIV immune deficiencies. Our services include: </p> <ul><li>Skin tests, blood tests, and other exams to identify food, drug, insect, pollen, animal, dust, and other allergies</li><li>Prescribing and managing allergy medications that can ease your symptoms by reducing your immune system response to the things that cause your allergic reaction</li><li>Evaluation, programming, and management of cochlear implants and bone-anchored implants</li><li>Evaluation and treatment for auditory processing disorder</li><li>Services that help with speech, language, fluency, voice, cognitive communication, swallowing, stuttering, and laryngectomy (surgical removal of the larynx, which contains your vocal cords)</li><li>Learn more about VA hearing aids  https://www.prosthetics.va.gov/psas/Hearing_Aids.asp</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Rehabilitation and prosthetics - VA Palo Alto health care;'Rehabilitation and prosthetics';'<h3>Care we provide at VA Palo Alto health care</h3><p>VA is the world’s largest and most comprehensive provider of sensory aides and prosthetic devices. Veterans enrolled in the VA health care system and referred by a physical medicine and rehabilitation physician can receive a full range of services and equipment like: </p> <ul><li>Artificial limbs and surgical implants, including artificial joints and pacemakers</li><li>Wheelchairs and other medical devices</li><li>Study your brain waves during sleep</li><li>Evaluate possible causes for your excessive sleepiness</li><li>Conduct sleep tests performed at home or in the lab</li><li>Work with your doctors if you need surgery or dental appliances to help you get a good night’s sleep</li></ul>';'VA Palo Alto health care';'VA Palo Alto health care'
Caregiver support - VA San Francisco health care;'Caregiver support';'<h3>Care we provide at VA San Francisco health care</h3><p>If you’re a caregiver for a Veteran, you can get support by contacting one of our caregiver support coordinators. If the Veteran you care for was injured post-9/11, you may be eligible for even more services, including a stipend to help with expenses, training, and medical coverage if you aren’t already covered. For all caregivers, we can:</p> <ul><li>Help you get caregiver assistance available through VA</li><li>Provide progressive needs planning to help you manage degenerative conditions</li><li>Acupuncture and acupressure</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Dental/oral surgery - VA San Francisco health care;'Dental/oral surgery';'<h3>Care we provide at VA San Francisco health care</h3><p>If you’re eligible for VA dental care, we offer a full range of quality dental services like:</p> <ul><li>Routine exams and teeth cleaning </li><li>Restorative procedures, including fillings and crowns</li><li>Psychiatric evaluations</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Neurology - VA San Francisco health care;'Neurology';'<h3>Care we provide at VA San Francisco health care</h3><p>We provide inpatient and outpatient services for chronic diseases and disorders that affect your brain, spine, and the nerves that connect them. Our neurologists read electroencephalogram (EEG) recordings, which measure the electrical impulses brain cells use to communicate with each other. We evaluate and treat many neurological illnesses and disorders such as:  </p> <ul><li>Neuropathy (nerve damage), myelopathy and other spinal cord injuries, and radiculopathy (pinched nerves)</li><li>Parkinson’s disease, epilepsy, and multiple sclerosis</li><li>Treatment for eye conditions related to illnesses like diabetes or arthritis </li><li>Plastic surgery to repair droopy eyelids, clear blocked tear ducts, and perform eyelid and facial reconstruction (oculoplastics)</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Mental health care - VA San Francisco health care;'Mental health care';'<h3>Care we provide at VA San Francisco health care</h3><p>Our medical center and clinics provide consultation, evaluation, and treatment for a range of issues that may impact your mental health or emotional well-being. Our confidential outpatient services include individual and group therapy for:</p> <ul><li>Psychiatric disorders such as schizophrenia, bipolar disorder, and depression</li><li>Marriage and relationship problems</li><li>Behavioral change strategies to help you live a healthier lifestyle</li><li>Learn more about MOVE!  https://www.move.va.gov/</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Gastroenterology - VA San Francisco health care;'Gastroenterology';'<h3>Care we provide at VA San Francisco health care</h3><p>We diagnose and treat medical conditions in your esophagus, stomach, intestines, colon, and other parts of your digestive system. We can also test and treat other organs, like your liver, pancreas, and gallbladder. Our gastroenterology department provides services like:</p> <ul><li>Colonoscopy, esophagogastroduodenoscopy (EGD), and endoscopic retrograde cholangiopancreatography (ERCP), which use an endoscope (a long, flexible tube with a small camera on the end) that lets us examine your digestive system</li><li>Endoscopic ultrasound, which uses high-frequency sound waves to create images that help us diagnose and evaluate digestive and lung diseases</li><li>Osteoporosis screening for brittle bones </li><li>Exams for abnormal uterine bleeding, pelvic pain, or various cancers</li><li>Primary care checkups</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Geriatrics - VA San Francisco health care;'Geriatrics';'<h3>Care we provide at VA San Francisco health care</h3><p>We assess your situation and condition to decide which outpatient geriatric services are right for you or a senior Veteran in your care, and then we coordinate your care. Our team of specialists provides geriatric services that include:</p> <ul><li>Medicine and nursing</li><li>Psychology, psychiatry, and social work</li><li>Medication (PEP) taken after potential exposure to HIV</li><li>Specialty care referrals</li><li>One-to-one patient education</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Cardiology - VA San Francisco health care;'Cardiology';'<h3>Care we provide at VA San Francisco health care</h3><p>We perform noninvasive and minimally invasive tests and procedures that check, support, and improve your heart health. We’ll work with you to develop a personalized treatment plan and treat you with the most effective medications. Our services include</p> <ul><li>Evaluating you for coronary heart disease, heart-valve disease, and heart defects</li><li>Determining how well blood flows through your heart vessels or find the cause of your heart failure</li><li>Soft-tissue mobilization, which uses gentle pressure or massage to relax tense muscles, reduce scar tissue, or stretch connective tissue</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Homeless Veteran care - VA San Francisco health care;'Homeless Veteran care';'<h3>Care we provide at VA San Francisco health care</h3><p>We help homeless Veterans, or those at risk of becoming homeless due to financial hardship, unemployment, addiction, depression, or transition from jail. Contact one of our care coordinators to get help with:  </p> <ul><li>Immediate food and shelter needs, including both transitional and permanent housing</li><li>Job training, life skills development, and education</li><li>Prescribe and manage your medicine </li><li>Provide preventative care, like tips on diet, exercise, and healthy living</li><li>Treat you when you’re sick or follow up with you after your hospital stay </li><li>Refer you to specialists</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Infectious disease - VA San Francisco health care;'Infectious disease';'<h3>Care we provide at VA San Francisco health care</h3><p>We test for, evaluate, and treat many infectious diseases. We offer: </p> <ul><li>Testing and screening for hepatitis C, HIV/AIDS, tuberculosis, and other infectious diseases </li><li>Prevention strategies and treatment</li><li>Cytopathology (study of unusual cells) and surgical pathology (study of tissue removed during surgery) </li><li>Autopsy services</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Laboratory and pathology - VA San Francisco health care;'Laboratory and pathology';'<h3>Care we provide at VA San Francisco health care</h3><p>Our laboratories provide a full range of clinical and diagnostic testing services. Our laboratory and pathology services include:</p> <ul><li>Study of blood, urine, and other bodily fluids for illness management</li><li>Testing for infectious diseases</li><li>Posttraumatic stress disorder (PTSD)</li><li>Anxiety, addictive behaviors, and personality disorders</li><li>Aggressive or self-harming behaviors</li><li>Learn more and connect with a care coordinator</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
LGBT Veteran care - VA San Francisco health care;'LGBT Veteran care';'<h3>Care we provide at VA San Francisco health care</h3><p>We promote the health, welfare, and dignity of lesbian, gay, bisexual, and transgender (LGBT) Veterans and their families. We focus on ensuring a safe, welcoming, and affirmative environment when providing you with sensitive and high-quality health care services like:</p> <ul><li>Hormone therapy</li><li>Substance use and alcohol treatment</li><li>Walk-in care</li><li>Learn more about military sexual trauma</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Military sexual trauma - VA San Francisco health care;'Military sexual trauma';'<h3>Care we provide at VA San Francisco health care</h3><p>We offer care for military sexual trauma in our mental (behavioral) health clinics. Military sexual trauma refers to sexual assault, sexual harassment, or other threatening, offensive, or unwanted sexual advances, activities, or remarks that you experienced in the military. Our goal is to help you improve your quality of life with strategies to manage emotions and memories related to your military sexual trauma. Our services include: </p> <ul><li>Counseling</li><li>Psychiatric care</li><li>Refill your prescriptions, track delivery, and view a list of your medications</li><li>Keep track of your VA medical appointments and get email reminders</li><li>View, download, or print a copy of your VA medical records </li><li>Enter or update your personal information</li><li>Learn more and register for My HealtheVet https://www.myhealth.va.gov/mhv-portal-web/home	</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Minority Veteran care - VA San Francisco health care;'Minority Veteran care';'<h3>Care we provide at VA San Francisco health care</h3><p>If you’re a minority Veteran, we can help you get the services and benefits you need. Our Minority Veterans Program serves all Veterans who are African American, Asian American, Hispanic American, and Native American (including American Indians, Alaska Natives, Native Hawaiians, and Pacific Island Americans). We work to: </p> <ul><li>Help the medical center address minority Veterans’ needs</li><li>Meet minority Veterans’ needs in the local community</li><li>Kidney transplant evaluation</li><li>Kidney disease education</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Radiology - VA San Francisco health care;'Radiology';'<h3>Care we provide at VA San Francisco health care</h3><p>We offer radiology and imaging services to diagnose and treat many medical conditions. Our services include: </p> <ul><li>X-ray</li><li>Ultrasound</li><li>Aids for Veterans who are blind, have low vision, or are hearing impaired</li><li>Adaptive equipment and modifications to make your vehicle or home more accessible</li><li>Other devices and services to help increase your mobility, dignity, and independence</li><li>Clothing allowance for Veterans with devices that damage their clothing </li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Nutrition, food, and dietary - VA San Francisco health care;'Nutrition, food, and dietary';'<h3>Care we provide at VA San Francisco health care</h3><p>Our registered dietitians can help you maintain or improve your health with good nutrition tailored to your needs. Through group, individual, and telehealth sessions, we provide nutrition education and counseling in areas such as: </p> <ul><li>Cardiovascular and heart health</li><li>Chronic kidney disease</li><li>Sports injuries</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Returning service member care - VA San Francisco health care;'Returning service member care';'<h3>Care we provide at VA San Francisco health care</h3><p>At VA <<insert facility name>> health care, we can help you readjust to civilian life if you’re returning from military service, on active duty, or an activated National Guard or Reserve member. Talk to one of our care coordinators about how to best use your health care benefits.</p> <ul><li>Polytrauma care (if you have multiple traumatic injuries)</li><li>Counseling and rehabilitation</li><li>Tobacco Cessation Quitline for individual counseling and strategies</li><li>SmokefreeVET text message program for daily advice and interactive support </li><li>Stay Quit Coach mobile app to help you quit smoking and stay smoke-free</li><li>Learn more about how to quit https://www.mentalhealth.va.gov/quit-tobacco/how-to-quit.asp</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Addiction and substance abuse treatment - VA San Francisco health care;'Addiction and substance abuse treatment';'<h3>Care we provide at VA San Francisco health care</h3><p>We help Veterans on their recovery journey through outpatient and inpatient services. Our residential facility helps Veterans deal with substance abuse, homelessness, mental health, and unemployment through its 24-hour therapeutic and educational programs like:</p> <ul><li>Rehabilitation</li><li>Health maintenance</li><li>Prosthetic support to help you choose your artificial limb and use it effectively</li><li>Limb loss education and training to help you with daily living, like coping techniques, mobility tips, driving skills, and scar care</li><li>Medical and surgical consultations with other specialties</li><li>Learn more about the VA amputation system of care  https://www.rehab.va.gov/asoc/</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Pain management - VA San Francisco health care;'Pain management';'<h3>Care we provide at VA San Francisco health care</h3><p>Acute (short-term) or chronic (long-lasting) pain can make it hard to enjoy life, but effective pain management can help. Our experts work with you, your primary care physician, and other specialists to create a plan to help you manage your pain and improve your quality of life. Our services include:</p> <ul><li>Chiropractic care to relieve pain without medication</li><li>Prescribing and supervising your use of medications</li><li>Safely dispose of medicines</li><li>Learn more about our pharmacy</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Patient advocates - VA San Francisco health care;'Patient advocates';'<h3>Care we provide at VA San Francisco health care</h3><p>Our patient advocates work hard to make sure you receive the best possible care at our health care facilities. They can:</p> <ul><li>Help you get answers or address concerns with your care team</li><li>Advocate for patient and family rights</li><li>Mobility assessment and training with wheelchairs, scooters, and walking devices</li><li>Life skills training and activities to help you maintain the highest level of independence and functionality</li><li>Aquatic therapy to manage chronic pain</li><li>Evaluation and treatment for a wide range of medical, orthopedic, psychosocial, and neurological conditions</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
