'ID';'Health Services';'Full Upload';'Health System';'Owner'
'Emergency care at VA St Louis health care';'Emergency care';'<H3>Care we provide at VA St Louis health care</H3><p>We provide emergency medical care 24 hours a day, every day. Our emergency room staff can help you with:<p><ul><li>Life-threatening illnesses and injuries that require immediate attention</li><li>Urgent medical issues that must be treated right away</li><li>Psychiatric evaluations</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Extended care and rehabilitation at VA St Louis health care';'Extended care and rehabilitation';'<H3>Care we provide at VA St Louis health care</H3><p>We provide long-term care to help you and your family when you’re dealing with a disability, chronic (long-lasting) illness, terminal illness, or serious health issues related to aging. Our long-term health care services include:<p><ul><li>24/7 nursing and medical care</li><li>Physical therapy</li><li>Help with daily tasks like bathing, dressing, making meals, and taking medicine</li><li>Pain management and palliative care to relieve suffering and improve quality of life for people with serious illnesses</li><li>Hospice care to provide comfort and compassionate care for people in the last phases of an incurable illness</li><li>To learn more about the different types of extended care that VA provides, see our guide to long-term services and support.</li></ul><p><a href="https://www.va.gov/GERIATRICS/">Learn more about VA long-term care</a>';'VA St Louis health care';'VA St Louis health care'
'Gynecology at VA St Louis health care';'Gynecology';'<H3>Care we provide at VA St Louis health care</H3><p>Our gynecologists focus on the female reproductive system and provide services that include:<p><ul><li>Mammograms for breast cancer, screenings for sexually transmitted disease, and Pap tests for cervical cancer</li><li>Counseling and treatment for contraception, pregnancy, and infertility</li><li>Osteoporosis screening for brittle bones</li><li>Exams for abnormal uterine bleeding, pelvic pain, or various cancers</li><li>Primary care checkups</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Homeless Veteran care at VA St Louis health care';'Homeless Veteran care';'<H3>Care we provide at VA St Louis health care</H3><p>We help Veterans who are homeless or at risk of becoming homeless due to financial hardship, unemployment, addiction, depression, or transition from jail. Contact one of our care coordinators to get help with:<p><ul><li>Immediate food and shelter needs, including both transitional and permanent housing</li><li>Job training, life skills development, and education</li><li>Justice system navigation and community reentry from jail</li><li>Financial support to prevent homelessness</li><li>Addiction and depression treatment</li><li>Health and dental care</li></ul><p>Learn more and connect with a care coordinator';'VA St Louis health care';'VA St Louis health care'
'Laboratory and pathology at VA St Louis health care';'Laboratory and pathology';'<H3>Care we provide at VA St Louis health care</H3><p>Our laboratories provide a full range of clinical and diagnostic testing services. Our laboratory and pathology services include:<p><ul><li>Study of blood, urine, and other bodily fluids for illness management</li><li>Testing for infectious diseases</li><li>Cytopathology (study of unusual cells) and surgical pathology (study of tissue removed during surgery)</li><li>Autopsy services</li></ul>';'VA St Louis health care';'VA St Louis health care'
'LGBTQ+ Veteran care at VA St Louis health care';'LGBTQ+ Veteran care';'<H3>Care we provide at VA St Louis health care</H3><p>We promote the health, welfare, and dignity of lesbian, gay, bisexual, and transgender (LGBTQ+) Veterans and their families. We focus on ensuring a safe, welcoming, and affirmative environment when providing you with sensitive and high-quality health care services like:<p><ul><li>Hormone therapy</li><li>Substance use and alcohol treatment</li><li>Testing and treatment for HIV and sexually transmitted infections (STI)</li><li>Mental health care</li><li>Psychosocial assessments for gender-confirming surgeries and hormone therapy</li></ul><p>Learn more and connect with a care coordinator';'VA St Louis health care';'VA St Louis health care'
'Mental health care at VA St Louis health care';'Mental health care';'<H3>Care we provide at VA St Louis health care</H3><p>Our medical center and clinics provide consultation, evaluation, and treatment for a range of issues that may impact your mental health or emotional well-being. Our confidential outpatient services include individual and group therapy for:<p><ul><li>Psychiatric disorders such as schizophrenia, bipolar disorder, and depression</li><li>Marriage and relationship problems</li><li>Post-traumatic stress disorder (PTSD)</li><li>Anxiety, addictive behaviors, and personality disorders</li><li>Aggressive or self-harming behaviors</li></ul><p>Learn more and connect with a care coordinator';'VA St Louis health care';'VA St Louis health care'
'Military sexual trauma care at VA St Louis health care';'Military sexual trauma care';'<H3>Care we provide at VA St Louis health care</H3><p>We offer care for military sexual trauma in our mental (behavioral) health clinics. Military sexual trauma refers to sexual assault, sexual harassment, or other threatening, offensive, or unwanted sexual advances, activities, or remarks that you experienced in the military. Our goal is to help you improve your quality of life with strategies to manage emotions and memories related to your military sexual trauma. Our services include:<p><ul><li>Counseling</li><li>Psychiatric care</li><li>Walk-in care</li></ul><p><a href="/node/24">Learn more about military sexual trauma</a>';'VA St Louis health care';'VA St Louis health care'
'Minority Veteran care at VA St Louis health care';'Minority Veteran care';'<H3>Care we provide at VA St Louis health care</H3><p>If you’re a minority Veteran, we can help you get the services and benefits you need. Our Minority Veterans Program serves all Veterans who are Black American, Asian American, Hispanic American, and Native American (including American Indians, Alaska Natives, Native Hawaiians, and Pacific Island Americans). We work to:<p><ul><li>Help the medical center address minority Veterans’ needs</li><li>Meet minority Veterans’ needs in the local community</li><li>Identify barriers and create a more accessible environment for minority Veterans</li><li>Inform minority Veterans of VA benefits, services, and programs</li></ul><p>Learn more and connect with a care coordinator';'VA St Louis health care';'VA St Louis health care'
'MOVE! weight management at VA St Louis health care';'MOVE! weight management';'<H3>Care we provide at VA St Louis health care</H3><p>MOVE! is a weight-management program designed to help you live a longer, healthier life. With the help of your MOVE! care team, you can eat a healthier diet, get more exercise, reduce your health risks, and improve your quality of life. The MOVE! program offers:<p><ul><li>Weight-loss support groups to help you lose weight and keep it off</li><li>Healthy eating tips and cooking classes</li><li>Behavioral change strategies to help you live a healthier lifestyle</li></ul><p><a href="https://www.move.va.gov/">Learn more about MOVE!</a>';'VA St Louis health care';'VA St Louis health care'
'Nutrition, food, and dietary care at VA St Louis health care';'Nutrition, food, and dietary care';'<H3>Care we provide at VA St Louis health care</H3><p>Our registered dietitians can help you maintain or improve your health with good nutrition tailored to your needs. Through group, individual, and telehealth sessions, we provide nutrition education and counseling in areas such as:<p><ul><li>Cardiovascular and heart health</li><li>Chronic kidney disease</li><li>Diabetes (including gestational diabetes)</li><li>Eating disorders and digestive health</li><li>Pregnancy and postpartum nutrition</li><li>Weight management</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Pain management at VA St Louis health care';'Pain management';'<H3>Care we provide at VA St Louis health care</H3><p>Acute (short-term) or chronic (long-lasting) pain can make it hard to enjoy life, but effective pain management can help. Our experts work with you, your primary care physician, and other specialists to create a plan to help you manage your pain and improve your quality of life. Our services include:<p><ul><li>Chiropractic care to relieve pain without medication</li><li>Prescribing and supervising your use of medications</li><li>Teaching you skills that include meditation, mindfulness training, relaxation, yoga, and tai chi to help you manage your pain</li><li>Providing physical therapy, acupuncture, massage, biofeedback, and other compatible therapies</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Palliative and hospice care at VA St Louis health care';'Palliative and hospice care';'<H3>Care we provide at VA St Louis health care</H3><p>Our palliative and hospice care services support you and your family as you cope with a life-threatening or terminal illness. Palliative care works to provide comfort, reduce suffering, and improve the quality of life for patients being treated for serious illnesses. Hospice care focuses on helping patients with terminal illnesses to manage the final stages of their lives. Our palliative and hospice care services include:<p><ul><li>Pain and symptom management</li><li>Emotional, spiritual, and psychosocial support for you and your family</li><li>Help with practical issues that include an advance directive (living will), health care power of attorney, funeral arrangements, and applying for VA death and burial benefits</li><li>Education to help you and your family make informed health care decisions and know what to expect as your health declines</li><li>Bereavement care to help surviving family members during the grieving process</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Patient advocates at VA St Louis health care';'Patient advocates';'<H3>Care we provide at VA St Louis health care</H3><p>Our patient advocates work hard to make sure you receive the best possible care at our health care facilities. They can:<p><ul><li>Help you get answers or address concerns with your care team</li><li>Advocate for patient and family rights</li><li>Serve as advocates for minority Veterans, women Veterans, and Veterans with disabilities</li><li>Offer specialized help to former prisoners of war and Veterans transitioning from Operation Enduring Freedom (OEF), Operation Iraqi Freedom (OIF), and Operation New Dawn (OND)</li></ul><p>Learn more and connect with a patient advocate';'VA St Louis health care';'VA St Louis health care'
'Pharmacy at VA St Louis health care';'Pharmacy';'<H3>Care we provide at VA St Louis health care</H3><p>Our pharmacy provides you and other Veterans with convenient, efficient service to make it easy to get your medications and medical supplies. You can:<p><ul><li>Pick up new prescriptions in person</li><li>Refill prescriptions online and by phone or mail</li><li>Safely dispose of medicines</li></ul><p>Learn more about our pharmacy';'VA St Louis health care';'VA St Louis health care'
'Polytrauma and traumatic brain injury at VA St Louis health care';'Polytrauma and traumatic brain injury';'<H3>Care we provide at VA St Louis health care</H3><p>Our specialized rehabilitation program network serves severely injured Veterans and service members who have multiple combat- or civilian-related traumatic injuries. We offer:<p><ul><li>Physical, visual, and cognitive rehabilitation</li><li>State-of-the-art prosthetics</li><li>Psychological and psychosocial services</li><li>Ongoing case management services</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Primary care at VA St Louis health care';'Primary care';'<H3>Care we provide at VA St Louis health care</H3><p>A strong network of family and internal medicine specialists and services can offer you the best possible care. Internal medicine doctors (internists) prevent, diagnose, and treat adult diseases. Doctors who specialize in family medicine provide primary health care to the entire family. Your primary care team can coordinate the many services you receive such as:<p><ul><li>Labs and blood work</li><li>Mental health care</li><li>Women''s health care</li><li>Radiology</li><li>Social services</li><li>Telehealth</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Psychology at VA St Louis health care';'Psychology';'<H3>Care we provide at VA St Louis health care</H3><p>Our psychology teams offer consultation, evaluation, and treatment to help with a range of mental and behavioral health problems like:<p><ul><li>Depression (including sadness and grief), anxiety (including worry and nervousness), and personality disorders</li><li>Addictive behaviors and substance abuse</li><li>Post-traumatic stress disorder (PTSD) and combat-related stress disorder</li><li>Emotional issues like anger management and relationship challenges</li><li>Confused thinking, memory problems, and invasive thoughts or ideas</li><li>Aggressive or self-harming behaviors</li></ul>';'VA St Louis health care';'VA St Louis health care'
'PTSD care at VA St Louis health care';'PTSD care';'<H3>Care we provide at VA St Louis health care</H3><p>Post-traumatic stress disorder (PTSD) is a mental health problem that some people develop after experiencing or witnessing a life-threatening event, like combat, a natural disaster, a car accident, or sexual assault. It’s normal to have upsetting memories, feel on edge, or have trouble sleeping after this type of event. If symptoms last more than a few months, it may be PTSD. We can help you with effective treatments and support services, like:<p><ul><li>Psychiatric and psychological counseling</li><li>Services for Veterans who are homeless</li><li>Treatment for addictive disorders</li><li>Transition and care management for post-9/11 combat Veterans of Operation Enduring Freedom (OEF), Operation Iraqi Freedom (OIF), and Operation New Dawn (OND)</li></ul><p><a href="https://www.ptsd.va.gov/">Learn more about PTSD</a>';'VA St Louis health care';'VA St Louis health care'
'Radiology at VA St Louis health care';'Radiology';'<H3>Care we provide at VA St Louis health care</H3><p>We offer radiology and imaging services to diagnose and treat many medical conditions. Our services include:<p><ul><li>X-ray</li><li>Ultrasound</li><li>Mammography (mammograms)</li><li>Computer tomography (CT)</li><li>Positron emission tomography (PET)</li><li>Magnetic resonance imaging (MRI)</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Recreation and creative arts therapy at VA St Louis health care';'Recreation and creative arts therapy';'<H3>Care we provide at VA St Louis health care</H3><p>Our therapies promote your independence and enhance your health and well-being if you’re a Veteran with an injury, chronic (long-lasting) illness, or disabling condition. After your primary health care provider gives you a referral, a recreation therapist will develop treatment goals for you.<p><ul><li>Recreation and creative arts therapy provides services and activities that include:</li><li>Animal interaction</li><li>Music, art, and crafts</li><li>Community outings</li><li>Exercise, sports, and games</li><li>Gardening and leisure education</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Rehabilitation and prosthetics at VA St Louis health care';'Rehabilitation and prosthetics';'<H3>Care we provide at VA St Louis health care</H3><p>VA is the world’s largest and most comprehensive provider of sensory aides and prosthetic devices. Veterans enrolled in the VA health care system and referred by a physical medicine and rehabilitation physician can receive a full range of services and equipment like:<p><ul><li>Artificial limbs and surgical implants, including artificial joints and pacemakers</li><li>Wheelchairs and other medical devices</li><li>Aids for Veterans who are blind, have low vision, or are hearing impaired</li><li>Adaptive equipment and modifications to make your vehicle or home more accessible</li><li>Other devices and services to help increase your mobility, dignity, and independence</li><li>Clothing allowance for Veterans with devices that damage their clothing</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Returning service member care at VA St Louis health care';'Returning service member care';'<H3>Care we provide at VA St Louis health care</H3><p>We can help you readjust to civilian life if you’re returning from military service, on active duty, or an activated National Guard or Reserve member. Talk to one of our care coordinators about how to best use your health care benefits.<p><ul><li>Polytrauma care (if you have multiple traumatic injuries)</li><li>Counseling and rehabilitation</li><li>Mental and behavioral health services</li><li>Family benefits counseling and assistance</li><li>Referral assistance</li></ul><p>Learn more and connect with a coordinator';'VA St Louis health care';'VA St Louis health care'
'Social work at VA St Louis health care';'Social work';'<H3>Care we provide at VA St Louis health care</H3><p>Social work is integral to health care. We can help you and your family manage stress-related problems due to injury or illness, and find VA community resources to meet your needs like:<p><ul><li>Home health services</li><li>Legal services</li><li>Transportation</li><li>Community living</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Spinal cord injury and disorders at VA St Louis health care';'Spinal cord injury and disorders';'<H3>Care we provide at VA St Louis health care</H3><p>VA has the nation’s largest system of care for spinal cord injuries and disorders. We provide a convenient, connected network of experts to care for you during each phase of your life. Our experienced primary care providers are trained to check for problems unique to spinal cord injuries.<p><ul><li>Pressure ulcers</li><li>Pneumonia</li><li>Blood clots</li><li>Bladder and sexual issues</li><li>Constipation and other gastrointestinal problems</li><li>Sexual issues</li></ul><p><a href="https://www.sci.va.gov/VAs_SCID_System_of_Care.asp">Learn more about the VA spinal cord injuries and disorders care system</a>';'VA St Louis health care';'VA St Louis health care'
'Suicide prevention at VA St Louis health care';'Suicide prevention';'<H3>Care we provide at VA St Louis health care</H3><p>We work with behavioral health providers and community organizations to help you and your family during times of crisis. We offer:<p><ul><li>Suicide prevention care coordinators</li><li>Suicide prevention case managers</li><li>Gun safety locks</li></ul><p>Learn more and connect with a care coordinator';'VA St Louis health care';'VA St Louis health care'
'Surgery at VA St Louis health care';'Surgery';'<H3>Care we provide at VA St Louis health care</H3><p>We provide a wide range of surgical services, like:<p><ul><li>General surgery</li><li>Anesthesia</li><li>Cardiac surgery (heart and major blood vessels)</li><li>Neurosurgery (brain, spinal column, and nerves)</li><li>Orthopedic surgery (bones, muscles, ligaments, joints, and tendons)</li><li>Organ and tissue transplants</li></ul>';'VA St Louis health care';'VA St Louis health care'
'Telehealth at VA St Louis health care';'Telehealth';'<H3>Care we provide at VA St Louis health care</H3><p>We use the latest in secure digital technology to set up remote visits with our health care providers. We offer video conferencing, home telehealth services, and store-and-forward telehealth that lets you securely send your health information to experts at VA facilities. We offer telehealth visits with providers in:<p><ul><li>Mental health</li><li>Retinal care (eye)</li><li>Bariatric surgery (visit remotely with your weight-loss surgery team before and after your operation)</li><li>Dermatology</li><li>Rehabilitation</li><li>Primary care</li></ul><p><a href="https://www.telehealth.va.gov/">Learn more about telehealth</a>';'VA St Louis health care';'VA St Louis health care'
'Vocational rehabilitation and employment programs at VA St Louis health care';'Vocational rehabilitation and employment programs';'<H3>Care we provide at VA St Louis health care</H3><p>We help Veterans with physical and mental health challenges find and keep jobs. We help you find jobs through our long-term partnerships with business, industry, and government agencies. We offer 3 services:<p><ul><li>Our transitional work program matches Veteran’s skills with a specific job and provides supervision to help them gain work experience</li><li>Our supported employment program provides long-term support for Veterans with serious mental illnesses or physical disabilities to help them compete for jobs in their communities</li><li>Our vocational assistance program trains Veterans living at our residential facility to improve their job-search and career development skills</li></ul><p><a href="https://www.va.gov/careers-employment/vocational-rehabilitation/">Learn more about VA vocational rehabilitation</a>';'VA St Louis health care';'VA St Louis health care'
'Whole health at VA St Louis health care';'Whole health';'<H3>Care we provide at VA St Louis health care</H3><p>Our whole health approach empowers and equips you to take charge of your health, well-being, and quality of life. Whole health goes beyond your illnesses, injuries, or disabilities, and focuses instead on your values, goals, and overall health. It includes self-care and complementary therapies along with conventional medical care. Our whole health program includes:<p><ul><li>Acupuncture to help you manage pain without drugs</li><li>Meditation and mindfulness training</li><li>Yoga, tai chi, and qi gong classes</li><li>Massage and manual therapy</li></ul><p><a href="https://www.va.gov/wholehealth/">Learn more about VA whole health</a>';'VA St Louis health care';'VA St Louis health care'
'Women Veteran care at VA St Louis health care';'Women Veteran care';'<H3>Care we provide at VA St Louis health care</H3><p>Our women''s health program offers complete health care for women Veterans of all ages. Our primary care providers specialize in women’s health. They work closely with specialists in gynecology, obstetrics, female urology, oncology, medicine, radiology, surgery, and breast illness. Our services for women Veterans include:<p><ul><li>Ultrasounds, mammograms, Pap and HPV tests</li><li>Mental health care and counseling</li><li>Lifestyle wellness services</li><li>Menopause treatment, including hormonal therapy</li><li>Family planning, contraceptive care, and infertility evaluation</li></ul><p>Learn more and connect with a care coordinator';'VA St Louis health care';'VA St Louis health care'
'Addiction and substance abuse care at VA Tennessee Valley health care';'Addiction and substance abuse care';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We help Veterans on their recovery journey through outpatient and inpatient services. Our residential facility helps Veterans deal with substance abuse, homelessness, mental health, and unemployment through its 24-hour therapeutic and educational programs like:<p><ul><li>Rehabilitation</li><li>Health maintenance</li><li>Community support</li></ul><a href="https://www.mentalhealth.va.gov/res-vatreatmentprograms.asp">Learn more about our VA treatment programs</a>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Allergy, asthma and immunology at VA Tennessee Valley health care';'Allergy, asthma and immunology';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We diagnose, evaluate, and treat your asthma, allergies, and non-HIV immune deficiencies. Our services include:<p><ul><li>Skin tests, blood tests, and other exams to identify food, drug, insect, pollen, animal, dust, and other allergies</li><li>Prescribing and managing allergy medications that can ease your symptoms by reducing your immune system response to the things that cause your allergic reaction</li><li>Performing asthma tests to measure lung function and see how much air moves in and out as you breathe</li><li>Prescribing long-term and quick-relief asthma medications to reduce inflammation and open your swollen airways</li><li>Specialized treatments for your immune deficiency disorders</li><p>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Anesthesia at VA Tennessee Valley health care';'Anesthesia';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>Our specially trained doctors, called anesthesiologists, can help with your care before, during, and after surgery. They will develop a plan for your care and safety, provide medicine to keep you comfortable during your operation, and help you manage your pain after surgery. Our services include:<p><ul><li>General anesthesia (intravenous drugs, inhaled gasses, or some combination) to keep you pain-free and in a sleep-like state during surgery or other medical procedures</li><li>Regional anesthesia (injecting numbing drugs around nerves) to control pain in specific parts of your body during or after surgery</li><li>Monitoring your breathing and vital body functions while you’re under anesthesia</li><li>Working with the rest of your care team to manage your pain medications after your operation</li><li>Coordinating care with your other health care professionals to facilitate a smooth transition from hospital to home</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Audiology and speech at VA Tennessee Valley health care';'Audiology and speech';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>Our Audiology and Speech Pathology clinic provides diagnostic and rehabilitative services, VA compensation and pension examinations, and screening for employee hearing conservation. We offer a full range of audiology and speech pathology services like:<p><ul><li>Hearing and balance evaluations</li><li>Selection, management, and repair of hearing aids and assistive listening device assessments</li><li>Evaluation, programming, and management of cochlear implants and bone-anchored implants</li><li>Evaluation and treatment for auditory processing disorder</li><li>Services that help with speech, language, fluency, voice, cognitive communication, swallowing, stuttering, and laryngectomy (surgical removal of the larynx, which contains your vocal cords)</li></ul><p><a href=" https://www.prosthetics.va.gov/psas/Hearing_Aids.asp">Learn more about VA hearing aids</a>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Blind and low vision rehabilitation at VA Tennessee Valley health care';'Blind and low vision rehabilitation';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>Our low vision outpatient clinic can assess your needs and provide a rehab plan tailored to your personal goals. Our team of specialists and social workers will work with you to find the right aids and services. Our clinic services include:<p><ul><li>Comprehensive eye exams</li><li>Visual skills assessments</li><li>Guidance on how to develop visual motor and perceptual skills</li><li>Training to help you manage daily activities with your vision loss</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Cardiology at VA Tennessee Valley health care';'Cardiology';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We perform noninvasive and minimally invasive tests and procedures that check, support, and improve your heart health. We’ll work with you to develop a personalized treatment plan and treat you with the most effective medications. Our services include:<p><ul><li>Evaluating you for coronary heart disease, heart-valve disease, and heart defects</li><li>Determining how well blood flows through your heart vessels or find the cause of your heart failure</li><li>Treating your heart vessels with nonsurgical or minimally invasive operations that open and support them through balloon angioplasty or stent placement</li><li>Noninvasively monitoring you for changes in heart rhythm, using electrocardiograms (EKGs or ECGs), portable Holt monitors, or ultrasound</li><li>Performing surgical treatments like pacemaker implants or cardiac catheterization (inserting a long, thin tube into an artery or vein)</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Cardiovascular surgery at VA Tennessee Valley health care';'Cardiovascular surgery';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>Our cardiovascular surgeons diagnose and surgically treat medical conditions that affect your heart and blood vessels. Our procedures include:<p><ul><li>Coronary bypass surgery to redirect blood around a section of blocked artery in your heart</li><li>Heart valve surgery to repair or replace a damaged valve in your heart</li><li>Vascular surgery to repair veins, improve blood flow, and treat other diseases and disorders that affect your arteries, veins, and lymphatic system</li><li>Coronary angioplasty and stent placement to open blocked or narrowed arteries that carry blood to your heart</li><li>Pacemaker implant or cardiac ablation to correct abnormal heart rhythm</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Caregiver support at VA Tennessee Valley health care';'Caregiver support';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>If you’re a caregiver for a Veteran, you can get support by contacting one of our caregiver support coordinators. If the Veteran you care for was injured post-9/11, you may be eligible for even more services, including a stipend to help with expenses, training, and medical coverage if you aren’t already covered. For all caregivers, we can:<p><ul><li>Help you get caregiver assistance available through VA</li><li>Provide progressive needs planning to help you manage degenerative conditions</li><li>Match you with services and benefits</li><li>Connect you with local resources and programs</li><li>Listen to you when you struggle</li></ul><p>Learn more and connect with a support coordinator';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Chiropractic at VA Tennessee Valley health care';'Chiropractic';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>Chiropractic care restores, improves, and maintains your function, activity, and health. We work with your primary care doctor and other specialty care providers to provide a complete health care plan for you. We offer many treatments, like:<p><ul><li>Spinal manipulative therapy to relieve pressure on your joints, reduce inflammation, and improve nerve function</li><li>Electrical stimulation therapy, which reduces pain by sending mild electrical pulses through your skin to help stimulate injured muscles or manipulate nerves</li><li>Soft-tissue mobilization, which uses gentle pressure or massage to relax tense muscles, reduce scar tissue, or stretch connective tissue</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Complementary and alternative medicine at VA Tennessee Valley health care';'Complementary and alternative medicine';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We use complementary medicine along with standard medical treatments, like using acupuncture to help lessen the side effects of chemotherapy. We also provide alternative medicine instead of traditional medical treatments, like using herbs rather than prescription drugs to treat cancer. We offer treatments, like:<p><ul><li>Natural products and special diets</li><li>Deep breathing, meditation, and yoga</li><li>Acupuncture and acupressure</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Critical care at VA Tennessee Valley health care';'Critical care';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>Doctors in our intensive care units (ICUs) treat patients with serious illnesses or injuries, such as life-threatening infections, severe burns, brain injuries, and organ failure. Our critical care doctors (called intensivists) and nurses provide you with a full range of services, like:<p><ul><li>Monitor your heart rate, blood pressure, and breathing with cardiac and oxygen telemetry</li><li>Help your lungs work using a mechanical ventilator</li><li>Provide nutrition through a feeding tube in your vein, nose or mouth</li><li>Drain urine from your bladder using a catheter</li><li>Give fluids and medicine through your vein using an IV pump</li><li>Help prevent blood clots in your legs by using inflatable compression wraps and boots</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Dental/oral surgery at VA Tennessee Valley health care';'Dental/oral surgery';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>If you’re eligible for VA dental care, we offer a full range of quality dental services like:<p><ul><li>Routine exams and teeth cleaning</li><li>Restorative procedures, including fillings and crowns</li><li>Comprehensive surgical care, including extractions (pulling teeth) and oral cancer screening</li><li>Routine and advanced prosthodontic care, including bridges, dentures, and dental implants</li><li>Routine and advanced periodontal care, including root canals, gum treatments, and supporting bone care</li><li>Oral and facial reconstruction surgery to repair damage from traumatic injury or serious illness</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Dermatology at VA Tennessee Valley health care';'Dermatology';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We provide care for many medical and surgical skin conditions. Our dermatology services include:<p><ul><li>Medically necessary treatments for skin conditions like skin cancer and rashes</li><li>Specialized treatments for acute (short-term) and chronic (long-lasting) skin conditions, like psoriasis, eczema, warts, and fungal illnesses</li><li>Evaluation, biopsy, and treatment of cancerous or pre-cancerous skin conditions, like abnormal moles and lesions.</li><li>Referrals for complex conditions</li><li>Teledermatology (a telehealth resource), which gives patients quick access to expert opinions</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Endocrinology at VA Tennessee Valley health care';'Endocrinology';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We diagnose and treat hormone imbalances and other endocrine system problems that can create or complicate serious medical conditions like diabetes, obesity, and thyroid or parathyroid disorders. Our endocrinologists can:<p><ul><li>Measure the level of various hormones in your body</li><li>Measure your blood glucose level</li><li>Determine the cause and proper treatment of endocrine and metabolic disorders</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Extended care and rehabilitation at VA Tennessee Valley health care';'Extended care and rehabilitation';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We provide long-term care to help you and your family when you’re dealing with a disability, chronic (long-lasting) illness, terminal illness, or serious health issues related to aging. Our long-term health care services include:<p><ul><li>24/7 nursing and medical care</li><li>Physical therapy</li><li>Help with daily tasks like bathing, dressing, making meals, and taking medicine</li><li>Pain management and palliative care to relieve suffering and improve quality of life for people with serious illnesses</li><li>Hospice care to provide comfort and compassionate care for people in the last phases of an incurable illness</li><li>To learn more about the different types of extended care that VA provides, see our guide to long-term services and support.</li></ul><p><a href="https://www.va.gov/GERIATRICS/">Learn more about VA long-term care</a>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Gastroenterology at VA Tennessee Valley health care';'Gastroenterology';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We diagnose and treat medical conditions in your esophagus, stomach, intestines, colon, and other parts of your digestive system. We can also test and treat other organs, like your liver, pancreas, and gallbladder. Our gastroenterology department provides services like:<p><ul><li>Colonoscopy, esophagogastroduodenoscopy (EGD), and endoscopic retrograde cholangiopancreatography (ERCP), which use an endoscope (a long, flexible tube with a small camera on the end) that lets us examine your digestive system</li><li>Endoscopic ultrasound, which uses high-frequency sound waves to create images that help us diagnose and evaluate digestive and lung diseases</li><li>Manometry study, which tests how well your esophagus is working</li><li>Small bowel capsule endoscopy, which uses a tiny wireless camera that takes pictures as it moves through your digestive system</li><li>24-hour pH study, which measures how much stomach acid is flowing into your esophagus and helps us assess conditions like severe heartburn and acid reflux</li></ul>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
'Geriatrics at VA Tennessee Valley health care';'Geriatrics';'<H3>Care we provide at VA Tennessee Valley health care</H3><p>We assess your situation and condition to decide which outpatient geriatric services are right for you or a senior Veteran in your care, and then we coordinate your care. Our team of specialists provides geriatric services that include:<p><ul><li>Medicine and nursing</li><li>Psychology, psychiatry, and social work</li><li>Physical and occupational therapy</li></ul><p><a href="https://www.va.gov/GERIATRICS/">Learn more about VA long-term care</a>';'VA Tennessee Valley health care';'VA Tennessee Valley health care'
