Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_583GF - Audiology and speech;Wakeman VA Clinic;Audiology and speech at VA Indiana health care;;VA Indiana health care
vha_583GF - Cardiology;Wakeman VA Clinic;Cardiology at VA Indiana health care;;VA Indiana health care
vha_583GF - Laboratory and pathology;Wakeman VA Clinic;Laboratory and pathology at VA Indiana health care;;VA Indiana health care
vha_583GF - Mental health care;Wakeman VA Clinic;Mental health care at VA Indiana health care;;VA Indiana health care
vha_583GF - Optometry;Wakeman VA Clinic;Optometry at VA Indiana health care;;VA Indiana health care
vha_583GF - Physical therapy, occupational therapy and kinesiotherapy;Wakeman VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Indiana health care;;VA Indiana health care
vha_583GF - Primary care;Wakeman VA Clinic;Primary care at VA Indiana health care;;VA Indiana health care
vha_583GF - Rehabilitation and prosthetics;Wakeman VA Clinic;Rehabilitation and prosthetics at VA Indiana health care;;VA Indiana health care
vha_583GF - Telehealth;Wakeman VA Clinic;Telehealth at VA Indiana health care;;VA Indiana health care
vha_583GE - Laboratory and pathology;West Lafayette VA Clinic;Laboratory and pathology at VA Indiana health care;;VA Indiana health care
vha_583GE - Mental health care;West Lafayette VA Clinic;Mental health care at VA Indiana health care;;VA Indiana health care
vha_583GE - Nutrition, food, and dietary care;West Lafayette VA Clinic;Nutrition, food, and dietary care at VA Indiana health care;;VA Indiana health care
vha_583GE - Primary care;West Lafayette VA Clinic;Primary care at VA Indiana health care;;VA Indiana health care
vha_583GE - Social work;West Lafayette VA Clinic;Social work at VA Indiana health care;;VA Indiana health care
vha_583GE - Telehealth;West Lafayette VA Clinic;Telehealth at VA Indiana health care;;VA Indiana health care
vha_583BU - Cardiology;Indianapolis VA Domiciliary;Cardiology at VA Indiana health care;;VA Indiana health care
vha_583GD - Dermatology;Indianapolis West VA Clinic;Dermatology at VA Indiana health care;;VA Indiana health care
vha_583QE - Primary care;Cold Spring Road VA Clinic;Primary care at VA Indiana health care;;VA Indiana health care
vha_541 - Advice nurse;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Advice nurse at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Allergy, asthma and immunology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Allergy, asthma and immunology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Amputation care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Amputation care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Audiology and speech;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Audiology and speech at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Surgery;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Surgery at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Cardiology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Cardiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Cardiovascular surgery;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Cardiovascular surgery at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Caregiver support;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Caregiver support at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Critical care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Critical care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Dental/oral surgery;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Dental/oral surgery at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Dermatology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Dermatology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Endocrinology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Endocrinology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Extended care and rehabilitation;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Extended care and rehabilitation at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Gastroenterology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Gastroenterology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Geriatrics;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Geriatrics at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Hematology/oncology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Hematology/oncology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Homeless Veteran care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Homeless Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - LGBT Veteran care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;LGBT Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Blind and low vision rehabilitation;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Blind and low vision rehabilitation at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Mental health care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Minority Veteran care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Minority Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - My HealtheVet coordinator;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;My HealtheVet coordinator at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Nephrology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Nephrology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Neurology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Neurology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Pain management;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Pain management at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Palliative and hospice care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Palliative and hospice care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Patient advocates;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Patient advocates at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Pharmacy;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Pharmacy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Physical medicine and rehabilitation;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Physical medicine and rehabilitation at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Primary care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Pulmonary medicine;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Pulmonary medicine at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Radiation oncology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Radiation oncology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Radiology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Radiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Rehabilitation and prosthetics;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Rehabilitation and prosthetics at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Returning service member care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Returning service member care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Rheumatology;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Rheumatology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Sleep medicine;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Sleep medicine at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Social work;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Social work at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Spinal cord injury and disorders;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Spinal cord injury and disorders at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Suicide prevention;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Suicide prevention at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Telehealth;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Vocational rehabilitation and employment programs;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Vocational rehabilitation and employment programs at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541 - Women Veteran care;Louis Stokes Cleveland Department of Veterans Affairs Medical Center;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Addiction and substance abuse care;Akron VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Laboratory and pathology;Akron VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Mental health care;Akron VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Nutrition, food, and dietary care;Akron VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Optometry;Akron VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Pharmacy;Akron VA Clinic;Pharmacy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Physical therapy, occupational therapy and kinesiotherapy;Akron VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Podiatry;Akron VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Primary care;Akron VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - PTSD care;Akron VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Radiology;Akron VA Clinic;Radiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Telehealth;Akron VA Clinic;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GG - Women Veteran care;Akron VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Addiction and substance abuse care;Canton VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Laboratory and pathology;Canton VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Mental health care;Canton VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Nutrition, food, and dietary care;Canton VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Optometry;Canton VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Pharmacy;Canton VA Clinic;Pharmacy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Podiatry;Canton VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Primary care;Canton VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - PTSD care;Canton VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Radiology;Canton VA Clinic;Radiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Telehealth;Canton VA Clinic;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BY - Women Veteran care;Canton VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Addiction and substance abuse care;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Laboratory and pathology;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Mental health care;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Nutrition, food, and dietary care;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Optometry;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Podiatry;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Primary care;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - PTSD care;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Radiology;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Radiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Rehabilitation and prosthetics;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Rehabilitation and prosthetics at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Telehealth;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GD - Women Veteran care;David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - Addiction and substance abuse care;East Liverpool VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - Laboratory and pathology;East Liverpool VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - Mental health care;East Liverpool VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - Nutrition, food, and dietary care;East Liverpool VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - Optometry;East Liverpool VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - Podiatry;East Liverpool VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - Primary care;East Liverpool VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - PTSD care;East Liverpool VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GH - Women Veteran care;East Liverpool VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Addiction and substance abuse care;Lake County VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Laboratory and pathology;Lake County VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Mental health care;Lake County VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Nutrition, food, and dietary care;Lake County VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Optometry;Lake County VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Pharmacy;Lake County VA Clinic;Pharmacy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Physical therapy, occupational therapy and kinesiotherapy;Lake County VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Podiatry;Lake County VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Primary care;Lake County VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - PTSD care;Lake County VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Radiology;Lake County VA Clinic;Radiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Telehealth;Lake County VA Clinic;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GF - Women Veteran care;Lake County VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Addiction and substance abuse care;Lorain VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Laboratory and pathology;Lorain VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Mental health care;Lorain VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Nutrition, food, and dietary care;Lorain VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Optometry;Lorain VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Physical therapy, occupational therapy and kinesiotherapy;Lorain VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Podiatry;Lorain VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Primary care;Lorain VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - PTSD care;Lorain VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Telehealth;Lorain VA Clinic;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GB - Women Veteran care;Lorain VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Addiction and substance abuse care;New Philadelphia VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Laboratory and pathology;New Philadelphia VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Mental health care;New Philadelphia VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Nutrition, food, and dietary care;New Philadelphia VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Optometry;New Philadelphia VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Podiatry;New Philadelphia VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Primary care;New Philadelphia VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - PTSD care;New Philadelphia VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Social work;New Philadelphia VA Clinic;Social work at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Telehealth;New Philadelphia VA Clinic;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GJ - Women Veteran care;New Philadelphia VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Audiology and speech;Parma VA Clinic;Audiology and speech at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Cardiology;Parma VA Clinic;Cardiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Laboratory and pathology;Parma VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Blind and low vision rehabilitation;Parma VA Clinic;Blind and low vision rehabilitation at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Mental health care;Parma VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Neurology;Parma VA Clinic;Neurology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Nutrition, food, and dietary care;Parma VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Optometry;Parma VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Pharmacy;Parma VA Clinic;Pharmacy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Physical therapy, occupational therapy and kinesiotherapy;Parma VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Podiatry;Parma VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Primary care;Parma VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Radiology;Parma VA Clinic;Radiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Registry exams;Parma VA Clinic;Registry exams at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Returning service member care;Parma VA Clinic;Returning service member care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Telehealth;Parma VA Clinic;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GL - Women Veteran care;Parma VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - Addiction and substance abuse care;Ravenna VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - Laboratory and pathology;Ravenna VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - Mental health care;Ravenna VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - Nutrition, food, and dietary care;Ravenna VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - Optometry;Ravenna VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - Podiatry;Ravenna VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - Primary care;Ravenna VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - PTSD care;Ravenna VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GK - Women Veteran care;Ravenna VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - Addiction and substance abuse care;Sandusky VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - Laboratory and pathology;Sandusky VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - Mental health care;Sandusky VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - Nutrition, food, and dietary care;Sandusky VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - Optometry;Sandusky VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - Podiatry;Sandusky VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - Primary care;Sandusky VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - PTSD care;Sandusky VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GC - Women Veteran care;Sandusky VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Nutrition, food, and dietary care;Warren VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Mental health care;Warren VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Laboratory and pathology;Warren VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Optometry;Warren VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Physical therapy, occupational therapy and kinesiotherapy;Warren VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Podiatry;Warren VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Primary care;Warren VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - PTSD care;Warren VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Addiction and substance abuse care;Warren VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GI - Women Veteran care;Warren VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Addiction and substance abuse care;Carl Nunziato VA Clinic;Addiction and substance abuse care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Laboratory and pathology;Carl Nunziato VA Clinic;Laboratory and pathology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Mental health care;Carl Nunziato VA Clinic;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Nutrition, food, and dietary care;Carl Nunziato VA Clinic;Nutrition, food, and dietary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Optometry;Carl Nunziato VA Clinic;Optometry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Pharmacy;Carl Nunziato VA Clinic;Pharmacy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Physical therapy, occupational therapy and kinesiotherapy;Carl Nunziato VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Podiatry;Carl Nunziato VA Clinic;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Primary care;Carl Nunziato VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - PTSD care;Carl Nunziato VA Clinic;PTSD care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Radiology;Carl Nunziato VA Clinic;Radiology at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Telehealth;Carl Nunziato VA Clinic;Telehealth at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541BZ - Women Veteran care;Carl Nunziato VA Clinic;Women Veteran care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GE - Primary care;McCafferty VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541GM - Primary care;Cleveland VA Clinic-Superior;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541QA - Primary care;Summit County VA Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541QB - Mental health care;Cleveland VA Clinic-Euclid;Mental health care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541QB - Podiatry;Cleveland VA Clinic-Euclid;Podiatry at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541QB - Primary care;Cleveland VA Clinic-Euclid;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541QC - Primary care;Cleveland 1 VA Mobile Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541QD - Primary care;Cleveland 2 VA Mobile Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541QE - Primary care;Cleveland East Boulevard 3 VA Mobile Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
vha_541QF - Primary care;Cuyahoga County 4 VA Mobile Clinic;Primary care at VA Northeast Ohio health care;;VA Northeast Ohio health care
