'ID';'Facility Name';'VACM System Health Service';'Facility description of services';'Owner'
'vha_657 ';'John J. Cochran Veterans Hospital';'Social work at VA St Louis health care';;'VA St Louis health care'
'vha_657 ';'John J. Cochran Veterans Hospital';'Spinal cord injury and disorders at VA St Louis health care';;'VA St Louis health care'
'vha_657 ';'John J. Cochran Veterans Hospital';'Suicide prevention at VA St Louis health care';;'VA St Louis health care'
'vha_657 ';'John J. Cochran Veterans Hospital';'Surgery at VA St Louis health care';;'VA St Louis health care'
'vha_657 ';'John J. Cochran Veterans Hospital';'Telehealth at VA St Louis health care';;'VA St Louis health care'
'vha_657 ';'John J. Cochran Veterans Hospital';'Vocational rehabilitation and employment programs at VA St Louis health care';;'VA St Louis health care'
'vha_657 ';'John J. Cochran Veterans Hospital';'Whole health at VA St Louis health care';;'VA St Louis health care'
'vha_657 ';'John J. Cochran Veterans Hospital';'Women Veteran care at VA St Louis health care';;'VA St Louis health care'
'vha_657A0 ';'St. Louis VA Medical Center-Jefferson Barracks';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Addiction and substance abuse care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Audiology and speech at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Caregiver support at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Extended care and rehabilitation at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Gastroenterology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Homeless Veteran care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'LGBTQ+ Veteran care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Mental health care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Minority Veteran care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Orthopedics at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Patient advocates at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Pharmacy at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Podiatry at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Primary care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Psychiatry at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'PTSD care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Returning service member care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Social work at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Suicide prevention at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Urology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Vocational rehabilitation and employment programs at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A4 ';'John J. Pershing Veterans'' Adminstration Medical Center';'Women Veteran care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657A5 ';'Marion VA Medical Center';'Addiction and substance abuse care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Cardiology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Caregiver support at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Dermatology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Diabetic care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Extended care and rehabilitation at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Gastroenterology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Hematology/oncology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Homeless Veteran care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Infectious disease at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Laboratory and pathology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'LGBTQ+ Veteran care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Mental health care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Military sexual trauma care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Minority Veteran care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'MOVE! weight management at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'My HealtheVet coordinator at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Neurology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Nutrition, food, and dietary care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Ophthalmology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Optometry at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Otolaryngology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Pain management at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Patient advocates at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Pharmacy at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Podiatry at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Psychiatry at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Psychology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'PTSD care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Pulmonary medicine at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Returning service member care at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Spinal cord injury and disorders at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Suicide prevention at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Surgery at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Urology at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Vascular surgery at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Vocational rehabilitation and employment programs at VA Marion health care';;'VA Marion health care'
'vha_657A5 ';'Marion VA Medical Center';'Women Veteran care at VA Marion health care';;'VA Marion health care'
'vha_657GA ';'St. Clair County VA Clinic';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_657GB ';'St. Louis County VA Clinic';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_657GD ';'St. Charles County VA Clinic';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_657GF ';'West Plains VA Clinic';'Laboratory and pathology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GF ';'West Plains VA Clinic';'Mental health care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GF ';'West Plains VA Clinic';'My HealtheVet coordinator at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GF ';'West Plains VA Clinic';'Pharmacy at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GF ';'West Plains VA Clinic';'Primary care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GF ';'West Plains VA Clinic';'Radiology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GF ';'West Plains VA Clinic';'Smoking and tobacco cessation at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GG ';'Paragould VA Clinic';'Audiology and speech at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GG ';'Paragould VA Clinic';'Laboratory and pathology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GG ';'Paragould VA Clinic';'Mental health care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GG ';'Paragould VA Clinic';'My HealtheVet coordinator at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GG ';'Paragould VA Clinic';'Pharmacy at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GG ';'Paragould VA Clinic';'Primary care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GG ';'Paragould VA Clinic';'Smoking and tobacco cessation at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GH ';'Cape Girardeau VA Clinic';'Audiology and speech at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GH ';'Cape Girardeau VA Clinic';'Laboratory and pathology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GH ';'Cape Girardeau VA Clinic';'Mental health care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GH ';'Cape Girardeau VA Clinic';'My HealtheVet coordinator at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GH ';'Cape Girardeau VA Clinic';'Pharmacy at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GH ';'Cape Girardeau VA Clinic';'Primary care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GH ';'Cape Girardeau VA Clinic';'Smoking and tobacco cessation at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GH ';'Cape Girardeau VA Clinic';'Telehealth at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GI ';'Farmington VA Clinic';'Audiology and speech at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GI ';'Farmington VA Clinic';'Laboratory and pathology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GI ';'Farmington VA Clinic';'Mental health care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GI ';'Farmington VA Clinic';'My HealtheVet coordinator at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GI ';'Farmington VA Clinic';'Pharmacy at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GI ';'Farmington VA Clinic';'Primary care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GI ';'Farmington VA Clinic';'Smoking and tobacco cessation at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GJ ';'Evansville VA Clinic';'Addiction and substance abuse care at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'Extended care and rehabilitation at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'Mental health care at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'Military sexual trauma care at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'Psychiatry at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'Psychology at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'PTSD care at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'Suicide prevention at VA Marion health care';;'VA Marion health care'
'vha_657GJ ';'Evansville VA Clinic';'Vocational rehabilitation and employment programs at VA Marion health care';;'VA Marion health care'
'vha_657GK ';'Mount Vernon VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GL ';'Paducah VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GM ';'Effingham VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GO ';'Madisonville VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GP ';'Owensboro VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GQ ';'Vincennes VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GR ';'Mayfield VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GS ';'Franklin County VA Clinic';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_657GT ';'Carbondale VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GU ';'Harrisburg VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657GV ';'Sikeston VA Clinic';'Audiology and speech at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GV ';'Sikeston VA Clinic';'Laboratory and pathology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GV ';'Sikeston VA Clinic';'Mental health care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GV ';'Sikeston VA Clinic';'My HealtheVet coordinator at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GV ';'Sikeston VA Clinic';'Pharmacy at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GV ';'Sikeston VA Clinic';'Primary care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GV ';'Sikeston VA Clinic';'Smoking and tobacco cessation at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GW ';'Pocahontas VA Clinic';'Audiology and speech at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GW ';'Pocahontas VA Clinic';'Laboratory and pathology at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GW ';'Pocahontas VA Clinic';'Mental health care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GW ';'Pocahontas VA Clinic';'My HealtheVet coordinator at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GW ';'Pocahontas VA Clinic';'Pharmacy at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GW ';'Pocahontas VA Clinic';'Primary care at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GW ';'Pocahontas VA Clinic';'Smoking and tobacco cessation at VA Poplar Bluff health care';;'VA Poplar Bluff health care'
'vha_657GX ';'Washigton Avenue VA Clinic';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_657GY ';'Manchester Avenue VA Clinic';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_657QA ';'Olive Street VA Clinic';'Dermatology at VA St Louis health care';;'VA St Louis health care'
'vha_657QA ';'Olive Street VA Clinic';'Gynecology at VA St Louis health care';;'VA St Louis health care'
'vha_657QA ';'Olive Street VA Clinic';'Mental Health Care at VA St Louis health care';;'VA St Louis health care'
'vha_657QA ';'Olive Street VA Clinic';'Nutrition, food, and dietary care at VA St Louis health care';;'VA St Louis health care'
'vha_657QA ';'Olive Street VA Clinic';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_657QA ';'Olive Street VA Clinic';'Women Veteran care at VA St Louis health care';;'VA St Louis health care'
'vha_657QD ';'Heartland Street VA Clinic';'Emergency care at VA Marion health care';;'VA Marion health care'
'vha_657QD ';'Heartland Street VA Clinic';'Gynecology at VA Marion health care';;'VA Marion health care'
'vha_657QD ';'Heartland Street VA Clinic';'Mental Health Care at VA Marion health care';;'VA Marion health care'
'vha_657QD ';'Heartland Street VA Clinic';'Nutrition, food, and dietary care at VA Marion health care';;'VA Marion health care'
'vha_657QD ';'Heartland Street VA Clinic';'Primary care at VA Marion health care';;'VA Marion health care'
'vha_657QD ';'Heartland Street VA Clinic';'Women Veteran care at VA Marion health care';;'VA Marion health care'
'vha_657QE ';'Scott Air Force Base VA Clinic';'Primary care at VA St Louis health care';;'VA St Louis health care'
'vha_664 ';'San Diego VA Medical Center';'Addiction and substance abuse care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Audiology and speech at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Cancer care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Caregiver support at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Chiropractic at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Complementary and alternative medicine at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Dental/oral surgery at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Extended care and rehabilitation at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Homeless Veteran care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Laboratory and pathology at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'LGBTQ+ Veteran care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Mental health care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Military sexual trauma care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Minority Veteran care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'MOVE! weight management at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'My HealtheVet coordinator at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Nutrition, food, and dietary care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Pain management at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Palliative and hospice care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Patient advocates at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Pharmacy at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Physical medicine and rehabilitation at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Physical therapy, occupational therapy and kinesiotherapy at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Polytrauma and traumatic brain injury at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Primary care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'PTSD care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Recreation and creative arts therapy at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Registry exams at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Rehabilitation and prosthetics at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Returning service member care at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Smoking and tobacco cessation at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Social work at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Spinal cord injury and disorders at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Suicide prevention at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Telehealth at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Travel reimbursement at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Urology at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Whole health at VA San Diego health care';;'VA San Diego health care'
'vha_664 ';'San Diego VA Medical Center';'Women Veteran care at VA San Diego health care';;'VA San Diego health care'
'vha_664BV ';'San Diego VA Domiciliary';'Extended care and rehabilitation at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Allergy, asthma and immunology at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Audiology and speech at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Gynecology at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Laboratory and pathology at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Mental health care at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Military sexual trauma care at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'My HealtheVet coordinator at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Nutrition, food, and dietary care at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Optometry at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Pharmacy at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Primary care at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'PTSD care at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Radiology at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Returning service member care at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Rheumatology at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Social work at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Telehealth at VA San Diego health care';;'VA San Diego health care'
'vha_664BY ';'Mission Valley VA Clinic';'Women Veteran care at VA San Diego health care';;'VA San Diego health care'
'vha_664GA ';'Imperial Valley VA Clinic';'My HealtheVet coordinator at VA San Diego health care';;'VA San Diego health care'
'vha_664GA ';'Imperial Valley VA Clinic';'Primary care at VA San Diego health care';;'VA San Diego health care'
'vha_664GA ';'Imperial Valley VA Clinic';'Telehealth at VA San Diego health care';;'VA San Diego health care'
'vha_664GB ';'Sorrento Valley Clinic';'Laboratory and pathology at VA San Diego health care';;'VA San Diego health care'
'vha_664GB ';'Sorrento Valley Clinic';'Mental health care at VA San Diego health care';;'VA San Diego health care'
'vha_664GB ';'Sorrento Valley Clinic';'Nutrition, food, and dietary care at VA San Diego health care';;'VA San Diego health care'
'vha_664GB ';'Sorrento Valley Clinic';'Pharmacy at VA San Diego health care';;'VA San Diego health care'
'vha_664GB ';'Sorrento Valley Clinic';'Primary care at VA San Diego health care';;'VA San Diego health care'
'vha_664GB ';'Sorrento Valley Clinic';'Women Veteran care at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Audiology and speech at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Gynecology at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Laboratory and pathology at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Mental Health Care at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Nutrition, food, and dietary care at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Optometry at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Pharmacy at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Podiatry at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Primary care at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Returning service member care at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Social work at VA San Diego health care';;'VA San Diego health care'
'vha_664GC ';'Chula Vista VA Clinic';'Telehealth at VA San Diego health care';;'VA San Diego health care'
'vha_664GD ';'Escondido VA Clinic';'Laboratory and pathology at VA San Diego health care';;'VA San Diego health care'
'vha_664GD ';'Escondido VA Clinic';'Mental health care at VA San Diego health care';;'VA San Diego health care'
'vha_664GD ';'Escondido VA Clinic';'Pharmacy at VA San Diego health care';;'VA San Diego health care'
'vha_664GD ';'Escondido VA Clinic';'Primary care at VA San Diego health care';;'VA San Diego health care'
'vha_664GD ';'Escondido VA Clinic';'Telehealth at VA San Diego health care';;'VA San Diego health care'
'vha_664QA ';'Rio VA Clinic';'Mental Health Care at VA San Diego health care';;'VA San Diego health care'
'vha_664QA ';'Rio VA Clinic';'Vocational rehabilitation and employment programs at VA San Diego health care';;'VA San Diego health care'
'vha_676 ';'Tomah VA Medical Center';'Audiology and speech at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Cardiology at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Caregiver support at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Critical care at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Dental/oral surgery at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Dermatology at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Diabetic care at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Extended care and rehabilitation at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Homeless Veteran care at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'LGBTQ+ Veteran care at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Mental health care at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Military sexual trauma care at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Minority Veteran care at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Neurology at VA Tomah health care';;'VA Tomah health care'
'vha_676 ';'Tomah VA Medical Center';'Nutrition, food, and dietary care at VA Tomah health care';;'VA Tomah health care'
