Account Name,Account ID,Parent Account,Parent Account ID,Mail Code,Organization Code,Office Type,Station Number,District VEO,Description,Account Record Type,Type,VA Organization Acronym,Active,Office Inactive,Account Owner,Top Parent Id,City,State,Phone,Fax,Website,MyVA Communities Added,NND,VIEWS Account,In FOM?,FOM Sort Order,Org Chart Needed?,Levels To Display In Hierarchy,Point of Contact,Secondary Point of Contact,FOM Coordinator,FOM Approver,FOM Data Request Due Date,Intranet URL,External URL,Certified Ready for FOM,Sub-Levels Ready For FOM,Ready for FOM By,Ready for FOM Date,Month's Since Validation,Last FOM Data Request Created Date,FOM Review Notification Sent Date,Mission,Overview,Activities,Org Chart Image,VIEWS Queue ID,VIEWS Custom Queue Name,VIEWS Group ID,VIEWS Nested Group ID,Related Contracts' Total Value
OIT-005F3 Talent Management Office,001t0000009wAuW,OIT-005F Information and Technology Resource Management,001t0000009wAu3,005F3,5,Organization,,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,Alicia D Salvatierra,,Pamela Smith,Pamela Smith,,,,1,0,Pamela Smith,6/28/2021,-5,8/2/2021,,,"The Talent Management Office (TMO) comprises three subdivisions: Human Capital Management (HCM), IT Workforce Development (ITWD), and the Office of Organization Development and Engagement (ODE). From recruitment, through training and employee development, to retirement, TMO ensures a comprehensive work experience tailored to employee talents and goals. Additional focus area is the Evaluation Directorate, per Human Capital framework requirements.","?	Supports hiring and transformation actions, performance management, reasonable accommodation, and workforce planning
?	Provides position management, data analytics, and data visualization to all OIT organizations and VA enterprise stakeholders
?	Provides human capital recommendations and consultation for talent acquisition strategies, recruitment actions, organizational realignment and organizational change functions, and submission of personnel action requests for processing by the servicing Human Resources Office
?	Analyzes, documents, and validates manpower management requirements by identifying total workforce requirements to support OIT?s delivery of state-of-the-art technology
?	Provides organizational development, strategic workforce planning, contingency planning, quality assessment analysis, succession planning, human capital operational functions, and change management consultation within OIT.
?	Delivers innovative and relevant learning opportunities aligned to mission needs and focused on enhanced performance to increase employees? technical proficiency
?	Partners with OIT leaders to improve business functions and organizational health by building organizational capacity, enhancing employee engagement, and improving employee experience
?	Facilitates diversity, inclusion, and collaboration initiatives to build an OIT culture conducive to all employees achieving their full potential",image.png,00Gt0000000s3K2EAI,,00Gt0000000HSYKEA4,00Gt0000000s3G5EAI,0
OIT-005D1  Enterprise Program Management Office,001t0000009wAuS,OIT-005D Development Security and Operations,001t000000LuvYs,005D1,5,Organization,,,,VA Organization,,OIT,Yes,1,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,Cecilia Stone,,Pamela Smith,Pamela Smith,,,,1,1,Pamela Smith,6/28/2021,-5,7/16/2021,,,"The Enterprise Program Management Office (EPMO), the ?development? part of DevSecOps, is responsible for purchasing, enhancing, designing, building, and sustaining software to improve project execution and deliver better outcomes to our Department of Veterans Affairs (VA) business partners and Veterans. EPMO provides a consolidated, enterprise-wide approach to identify, select, prioritize, and successfully execute VA?s technology portfolio. An office under the Office of Information and Technology?s (OIT) Development, Security, and Operations (DevSecOps) pillar, EPMO applies product line management, Agile methodology, and other DevSecOps principles to deliver user-focused information technology (IT) solutions.","Enterprise Portfolio Management Division (EPMD) manages acquisitions, budgets and orchestrates human capital to deliver and sustain software products to and supporting Veterans. Software products include managed services, software as a service (SaaS), commercial off-the-shelf, low-code/no-code, and custom-developed applications.

Agile Center of Excellence (ACOE) delivers training, agile methodology coaching, data collection, project management guidance, project status reporting, and program and project management tools to support the efficient and effective delivery of IT projects to VA OIT customers.

Transition, Release, and Support (TRS) provides ongoing support to operational systems and analyzes the portfolios of existing products. The main goal of the TRS team is to ensure that prompt and effective problem resolution is the standard for VA users of deployed software and that these resolutions are executed in the most cost-effective manner available. To support the mission of EPMO, TRS manages the organization?s investment in installed software product bases, which includes sustainment contracts, exposing new services, and managing various plans of action and milestones (POA&M).

Demand Management Division (DMD) provides a consolidated set of enterprise-wide services that enable VA to capture business needs, architect, engineer, monitor performance, ensure program alignment, and provide cloud solutions supporting VA IT modernization.",image.png,00Gt0000000s3K0EAI,,00Gt0000000HSYIEA4,00Gt0000000s3G3EAI,0
OIT-005C3 Health,001t0000009wAuM,OIT-005C Account Management Office,001t0000009wAuL,005C3,5,Organization,103,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,Renee Williams,,Pamela Smith,Pamela Smith,,,,1,0,Pamela Smith,6/28/2021,-5,8/13/2021,,,"AMO Account Manager for Health, Health Account Group, focuses on the Veteran?s Health Administration (VHA) supporting middle and large back-office functions and business lines that are deliver services to Veterans. The Heath Account Group facilitates collaboration between Veteran Health Administration and Office of Electronic Health Record Modernization on 14 Strategic Drivers and Performance Measures. Advises DSO, EPMO and ITOPs on the business partner?s requirement represented in $810M diverse portfolio.

Community Care Claims Modernization -  The Office of Community Care is looking to modernize legacy claims processing systems to support the Civilian Health and Medical Program of the Department of Veterans Affairs (CHAMPVA), Children of Women Vietnam Veterans (CWVV), Spina Bifida (SB) and CHAMPVA Caregivers claims. These programs provide health benefits where the Department of Veterans Affairs (VA) shares the cost of certain health care services and supplies with eligible beneficiaries.

Caregiver Program (CARMA) - The VA?s Caregiver Support Program offers enhanced clinical and financial support for caregivers of eligible Veterans who are seriously injured. The MISSION Act of 2018 expanded eligibility of the program to Veterans of all eras, which will ultimately result in a 10-20-fold increase in the number of participants. This legislated expansion has required a substantial overhaul of all related IT capabilities to effectively manage and monitor the program.  The SecVA?s certification of IT systems signaled overall readiness for the beginning of expansion.

Community Care Referral and Authorization (CCR&A) System - The CCRA solution is an integral component of the VA Community Care Information Technology architecture which allows Veterans to receive care from non-VA community Providers. HealthShare Referral Manager (HSRM) is the Office of Community Care?s system used to manage all referral and authorizations for Community Care and it includes a portal to external providers to manage referrals, authorizations, and Veteran?s relevant medical documentation in a single location. This is a Software As-A-Service (SaaS) solution hosted in Amazon Web Services FEDRAMP High Government cloud.

VALOR/DMLSS/LogiCole/MEDCOI Implementation - Defense Medical Logistics Standard Solution (DMLSS) is a Government Off-the-Shelf (GOTS), Cloud-based Supply Chain Management (SCM) offering integrated and comprehensive supply chain, pharmaceutical, equipment and facilities management capabilities. LogiCole is the technical refresh, transitioning DMLSS and associated applications to a single, web-based application.

Electronic Health Record Modernization (EHRM) - The EHRM effort has three major components, (1) modernize VA?s legacy systems and associated infrastructure required to support a new industry-leading EHR solution, (2) provide Veterans and clinicians with a complete picture of patients? medical history, driving connections between military service and health outcomes through data analytics, and (3) implement a new EHR solution that is interoperable with DoD and community care providers, enabling the seamless sharing of records. This is a multiyear deployment to the VHA enterprise.

State Prescription Drug Monitoring Program (PDMP)  - MISSION Act Section 134 requires VA participation in a national network of State-based Prescription Drug Monitoring Programs. VA?s current PDMP program is behind industry practices; making it difficult to comply with laws, executive orders, or initiatives. VA?s current PDMP workflows are highly manual without a single connection to state PDMPs. State PDMP improves patient safety and public health by providing access to State Managed Prescription Databases. This access and data sharing will provide information to the health care providers which will increase their capabilities to manage all controlled substance prescriptions written by VA physicians.

Mental Health and Suicide Prevention IT Program - The Office of Mental Health and Suicide Prevention (OMHSP) is working to Improve mental health care by addressing current deficiencies in CPRS, target improvements to applications of key importance to mental health providers, advance technological support for interagency collaborations and secure data sharing in order to improve mental health care delivery and enhance Veterans? experience of care.

Telephony/Call Center Modernization - The Department of Veterans Affairs (VA) is modernizing Clinical Contact Centers (CCC) to serve as a ?virtual front door? to VA health care, providing Veterans additional choices for meeting clinical, pharmacy, scheduling, and administrative needs. Clinical Contact Centers provide Veterans and their caregivers immediate, 24/7, on-demand access to clinical and administrative services to address urgent and episodic health care needs over the phone, video, chat, and email.  Historically, CCCs have used disparate systems that are neither integrated nor standardized.","Serves as an advocate, trusted advisor, and strategic partner to improve customer experience.
Ensures the highest Return-on-Investment (ROI) from VA IT investments, improving VA?s ability to meet business goals.
Ensures our business partners understand the importance of IT Governance.
Focuses on high priority IT initiatives in the execution year ensuring business success and taking advantage of emerging technology.",,00Gt0000002Lp4FEAS,,00Gt0000002Lp4EEAS,,0
OIT-005C Account Management Office,001t0000009wAuL,OIT-005A Principal Deputy Assistant Secretary and Deputy Chief Information Officer,001t0000009wAuc,005C,5,Organization,103,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,Renee Williams,,Pamela Smith,Pamela Smith,,,,1,0,Pamela Smith,6/28/2021,-5,6/29/2021,,"The Account Management Office (AMO) focuses on customer experience and serves as the liaison between OIT and its business partners. Information Technology Account Managers (ITAMs) and AMO Senior Advisors customize IT services to meet the needs of OIT?s business partners and establish OIT as a trusted, valuable ally in serving Veterans. This team is dedicated to understanding the needs of their business partners, identifying and defining innovative solutions, and representing their customers? interests directly to the VA Chief Information Officer.","The Account Management Office (AMO) serves as a customer service organization that liaises between OIT the VA?s three Administrations, Veterans Health Administration (VHA), Veterans Benefits Administration (VBA) and the National Cemetery Administration (NCA) as well as 17 Staff Offices referred to as business partners.
AMO serves as the gateway to IT success and is dedicated to understanding our business partner?s needs. AMO has Account Groups (AG), Information Technology Account Managers (ITAMs) and Business Relationship Managers (BRMs) who establish and maintain strategic partnerships, ensure an understanding of OIT?s governance processes, and serve as a trusted advisor. These relationships drive strategic alignment and prioritization of work in progress, as well as planning for future operations. The AGs represent their business partners' interests and communicate their requirements to OIT?s Assistant Secretary and Chief Information Officer. AMO?s efforts and partnerships enhance services and quality of care provided to the Nation?s 19 million Veterans and their families.","AMO serves as an advocate, trusted advisor, and strategic partner to improve customer experience.
AMO ensures the highest Return-on-Investment (ROI) on IT investments by implementing portfolio investment and integration management.  Triaging business requests at intake, partnering with business partners to clearly identify the return on investment improves VA?s ability to meet business goals.
AMO ensures our business partners understand the importance of IT Governance.  The IT Investment Board enables IT leadership to make data driven decisions.
Business Relationship Managers (BRM) serve as strategic partners to both VA business partners and IT service providers.  BRMs focus on high priority IT initiatives to ensure the successful delivery of products and services.  BRMs monitor project execution and ensure escalation and resolution of any issues identified within OI&T or the business partners.
In Fiscal Year 2021 AMO advised business partners on the execution of an $885M portfolio.",image.png,00Gt0000000s3JxEAI,,00Gt0000000HSYFEA4,00Gt0000000s3G0EAI,0
"OIT-005C1 Benefits, Appeals and Memorials",001t0000009wAuK,OIT-005C Account Management Office,001t0000009wAuL,005C1,5,Organization,103,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,Renee Williams,,Pamela Smith,Pamela Smith,,,,1,0,Pamela Smith,6/28/2021,-5,6/29/2021,,,"AMO Benefits & Appeals focuses on OIT?s Benefits and Appeals business partners in VBA and BVA by ensuring alignment of IT initiatives with VBA/ BVA strategic objectives to enhance services to Veterans, beneficiaries and caregivers with emphasis on customer experience, increased efficiency and productivity, and streamlined and integrated processes.  Benefits manages 71 products where Veterans Benefits Administration serve as the primary business sponsor who are responsible for distribution of $133 billion (FY21) payments to approximately 6.3M Veterans and their beneficiaries. Additionally, these systems cover management of 373 million in VA guaranteed loans and $1.2 trillion in insurance coverage for 5.6M service members. The Benefits Account works directly with the customer in evaluating and determine current and future investments in IT technology ensuring that OI&T strategic goals are aligned and support measurable business outcomes in service to Veterans and their beneficiaries. For FY22, the VBA set of portfolios total about 248 million with and additional planned amount totaling $1.9 billion in FYs 23-27.  Appeals manages 3 products at $12.5 million in FY22 and $82 million over 23-27. One update to above on VBA. FY23-27 is $1.8 billion.

AMO Memorials fosters strategic technology solutions and capabilities to enhance quality performance and drive business relationship management for NCA for direct, positive impacts and excellent service to our VA business partners to hone the VA, OIT, and NCA missions of providing outstanding services to our Veterans.","Serves as an advocate, trusted advisor, and strategic partner to improve customer experience.
Ensures the highest Return-on-Investment (ROI) from VA IT investments, improving VA?s ability to meet business goals.
Ensures our business partners understand the importance of IT Governance.
Focuses on high priority IT initiatives in the execution year ensuring business success and taking advantage of emerging technology.",,00Gt0000000s3JwEAI,,00Gt0000000HSYEEA4,00Gt0000000s3FzEAI,0
OIT-005RB Cybersecurity Program Integration,001t0000009wAuG,OIT-005R Office of Information Security,001t000000CMGhB,005RB,5,Organization,,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,James Peavy,,Pamela Smith,Pamela Smith,,,,1,0,Pamela Smith,6/28/2021,-5,6/29/2021,,,"The Cybersecurity Program Integration office is responsible for coordinating activities
across OIS to ensure operations and the use of resources are integrated, transparent, and efficient. CSPI
develops the program?s strategic goals, objectives, and recommends necessary adjustments to
improve the organization?s ability to meet those goals. CSPI participates and provides expert technical
advice on all phases of short, mid, and long-range planning of organization and management activities,
and coordinates with OIT Pillars, as well as external organizations to identify and mitigate all risks and
issues, and implement best practices to improve VA cybersecurity policies and programs. CSPI provides
technical guidance on program objectives, strategy development, and strategic direction. CSPI
evaluates, develops, recommends, and implements management and administrative practices for
efficiencies and to meet organizations goals and objectives. CSPI functions include Cybersecurity
Program Planning, Programming, Budgeting, and Execution; Acquisition Management;
CS Program Integration and OIS logistics functions such as Chief of Staff and Business/Program
Administration.","?	Integrate and coordinate cybersecurity activities across OIS to ensure consistency with OIS strategic goals and objectives
?	Ensure deliverables are submitted in complete, consistent, and comprehensive manner, supportive of the Department?s position, and properly coordinated with departmental stakeholders, as appropriate.
?	Provide coordinated responses to the CIO?s in response to agency-level cybersecurity inquiries from Congress, the Department of Homeland Security (DHS), Office of Management and Budget (OMB), etc.
?	Conduct information security budget formulation, execution, management, monitoring and control
?	Oversee OIS requirements generation and development of supporting acquisition documents for cybersecurity and privacy contracts. Provides expert technical advice on all phases of short, mid, and long-range planning of organization and management activities
?	Coordinate with OIT Pillars, as well as external organizations to identify and mitigate risks and implement best practices to improve VA cybersecurity policies and programs.
?	Provide technical guidance on program objectives, strategy development, and strategic direction",image.png,00Gt0000000ne0HEAQ,,00Gt0000000HSXqEAO,00Gt0000000ne3kEAA,
OIT-005RC3 Data Breach Response Service,001t0000009wAuE,OIT-005RC Information Security Operations,001t000000P8y0A,005RC3,5,Organization,,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,James Peavy,,Pamela Smith,Pamela Smith,,,,1,0,Pamela Smith,6/28/2021,-5,6/29/2021,,,The Data Breach Response Service (DBRS) is the focal point for responding and reporting to all Privacy and Security related events on a national level.   DBRS interacts with the Privacy Officers and Information Security Officers in the field and the National Data Breach Core Team.  DBRS has extensive experience in the Information Security and Privacy within the VA and Healthcare field.,"?	Support over 700 Information Security Offices and Privacy Officers globally in the tracking, mitigation, and prevention of Data breaches.
?	Provide program management oversight of the Privacy & Security Events Tracking System (PSETS).
?	Collaborate with stakeholders to ensure compliance with emergent laws and guidance.
?	Provide external reporting to oversight partners, such as Congressional committees, OMB, and HHS.
?	Provide input on training initiatives to ensure updates and accuracy in Privacy Officer and Information Security Officer training.",,00Gt0000000ne0GEAQ,,00Gt0000000HSXoEAO,00Gt0000000ne3jEAA,
OIT-005RA3 Information Security Policy and Compliance,001t0000009wAuD,OIT-005RA Information Security Policy and Strategy,001t000000CMGhg,005RA3,5,Organization,,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,James Peavy,,Pamela Smith,Pamela Smith,,,,1,1,Latrice Lamont,7/22/2021,-6,8/13/2021,,,"The Office of Information Security Policy and Compliance (ISPC) develop and maintains cybersecurity policy for the entire Department and helps to ensure that VA IT security is compliant with all federal laws, regulations, and guidelines governing IT security.  This organization also ensures that Congress, OMB, GAO, OIG, and other Departmental stakeholders are informed about VA?s cyber security posture and associated risk. Finally, this organization ensures that IT products and services purchased by VA are compliant with the Department?s security policy and requirements.  The mission of this group is accomplished through the management of three distinct functions: policy, oversight liaison, and procurement review.","?	The policy team scans current and burgeoning federal laws, regulations, and guidelines to determine their impact on VA?s information security posture.  It develops Departmental policy that complies with Federal laws, regulations, and guidelines, and it manages the VA Office of Information Security Knowledge Service, which is the authoritative source for all VA cybersecurity policy.
?	The oversight liaison provides reporting service for VA?s annual and quarterly FISMA reports to OMB and Congress and serves as an OIS representative to OMB and DHS via the Max portal and CyberScope for cybersecurity reporting issues.
?	The procurement review team conducts reviews of more than 6,000 Departmental IT procurements annually to ensure that products and services are compliant with Departmental and Federal cybersecurity policy and guidelines.  This team also serves as the OIS representative to VA?s Technical Reference Model (TRM), ensuring that products supported by the TRM possess all the necessary security controls to ensure VA data is protected as necessary.",,00Gt0000000ne0FEAQ,,00Gt0000000HSXnEAO,00Gt0000000ne3iEAA,
OIT-005RD Privacy Service,001t0000009wAuB,OIT-005RC Information Security Operations,001t000000P8y0A,005RD,5,Organization,,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,James Peavy,,Pamela Smith,Pamela Smith,,,,1,1,Pamela Smith,6/28/2021,-5,6/29/2021,,,"VA Privacy Service oversees and directs the development of VA?s privacy programs to help protect the personal information of Veterans, their beneficiaries and VA employees. Privacy Service advises and makes recommendations to senior officials on privacy priorities. The mission of VA Privacy Service is to preserve and protect the personally identifiable information (PII) of Veterans, their beneficiaries, and VA employees by promoting a culture of privacy awareness and maintaining the trust of those we serve.","?	Preserve and protect the Personally Identifiable Information (PII) and Protected-Health Information (PHI) of Veterans, their families, and VA employees;
?	Integrate with VA business functions to understand VA mission critical systems and where PHI/PII resides;
?	Establish privacy risk policy and best practices and sharing that information with VA and partners;
?	Train and educate the VA workforce and partners on privacy best practices;
?	Integrate with cybersecurity and VA engineering efforts to ensure appropriate privacy protections are identified, acquired, and implemented;
?	Partner with VA acquisitions teams in the selection of trusted vendors and partners;
?	Communicate to and educating Veterans about their role in protecting their PII.",image.png,00Gt0000000ne0DEAQ,,00Gt0000000HSXlEAO,00Gt0000000ne3gEAA,
OIT-005D2 Information Technology Operations and Services,001t0000009wAuA,OIT-005D Development Security and Operations,001t000000LuvYs,005D2,5,Organization,,,,VA Organization,,OIT,No,1,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,Cecilia Stone,,Pamela Smith,Pamela Smith,,,,1,0,Pamela Smith,6/28/2021,-5,7/16/2021,,,"IT Operations and Services (ITOPS) delivers enterprise-wide IT infrastructure engineering and operations services effectively, efficiently, and securely to enhance the customer experience and enable VA to optimize service delivery to Veterans.","?	Enterprise Command Operations (ECO) manages the implementation and operation of the Enterprise Command Center (ECC) and the Enterprise Service Desk (ESD).

?	End-User Operations (EUO) provides onsite support to IT customers at every VA point of presence and business unit to include but not limited to: break/fix repairs, fulfilling approved customer requests or changes, operational support for deployed IT services, and emergency support and provisioning.

?	Infrastructure Operations (IO) is a customer-centric organization focused on efficiently delivering secure and high availability infrastructure solutions supporting VA?s mission.

?	Service Management and Planning (SMP) provides centrally managed services to enable ITOPS to increase the effectiveness and efficiency of IT service delivery. Enabling services include ITOPS fiscal management; ITOPS executive correspondence, external reporting ITOPS-wide action management; ITOPS personnel administration shared services; central IT implementation management and infrastructure and operations project management services; Contracting Officer?s Representative (COR) services for many enterprise infrastructures and operations contracts; oversight of Network transition and management of Enterprise Infrastructure Solutions (EIS) program; and continuous service improvement and risk management coordination across ITOPS.

?	Solution Delivery (SD) is responsible for engineering solutions that meet the needs of the Veteran and support the internal business requirements of the VA. We support a vision within the VA which has a primary focus on Enterprise standards and simplicity. The VA benefits from this approach because it allows us to establish improved support models, helps us control cost, improves security, and provides top performance and integration.",image.png,00Gt0000000ne0AEAQ,,00Gt0000000HSXkEAO,00Gt0000000ne3dEAA,0
OIT-005 Office of Information and Technology,001t0000009wAu5,OSVA-00 Office of the Secretary,001t0000009wAx7,5,5,Organization,,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,1,,Amalia N Bailey,,Pamela Smith,Pamela Smith,,,,1,1,Pamela Smith,5/19/2021,-4,6/28/2021,,The mission of the Office of Information and Technology (OIT) is to collaborate with our business partners to create the best experience for all Veterans. Information technology (IT) is an essential enabler to the mission of the Department of Veterans Affairs (VA)?serving our Nation?s Veterans and their families.,"The Assistant Secretary (AS) for Information and Technology serves as the Chief Information Officer (CIO) for the Department. As the CIO, the Assistant Secretary is responsible for the vision, management, operation, and execution of VA?s Office of Information and Technology (OIT) and its resources, to deliver adaptable, secure, and cost-effective technology services to the Department. The AS/CIO is the principal advisor to the Secretary for Veteran Affairs (SECVA) on matters relating to information and technology management as delineated in P.L. 104-106, the Clinger-Cohen Act, the Paperwork Reduction Act, Chapter 35 of Title 44 U.S.C. and, other associated legislated or regulatory media. The role of the CIO is to understand the department?s administrations and staff office?s mission areas their goals, objectives, and operational processes. Armed with this information and the knowledge of technologies, the CIO leads OIT in applying the best and most effective technical solutions that address mission requirements. The CIO manages an $4 Billion Information and Technology (IT) appropriation, safeguards space and facilities services for OIT?s 34 locations nationwide, ensures talent management services for OIT?s currently authorized 8,168 appropriated and funded positions, and has 35 areas of responsibilities across six key functions: (1) IT Leadership and Accountability; (2) IT Strategic Planning; (3) IT Workforce; (4) IT Budgeting; (5) IT Investment Management; and (6) Information Security. These efforts are supported through operational transparency, effective communication, and management of people, technology, business requirements, and financial processes. CIO directs the tactical and strategic operations of three key offices and six divisions: Principal Deputy Assistant Secretary and Deputy Chief Information Officer (PDAS); Executive Director of Information Technology Program Integration and Chief of Staff (ITPI/CoS); Office of Chief Technology Officer (OCTO); Account Management Office (AMO); Development, Security, and Operations (DevSecOps); Information Technology Resource Management (ITRM); Office of Information Security (OIS); Office of Strategic Sourcing (OSS); and Quality, Performance, and Risk (QPR). OIT?s team of skilled technical experts collaborates with business partners, internal and external stakeholders to make VA a world-class organization that provides seamless unified services and benefits to our Nations? Veterans and their families.","Advises the Department on the best ways to plan for and manage the use of information technology to drive IT and VA capability modernization.
Ensures the confidentiality, integrity, and availability of Veteran and VA information, and VA information systems and infrastructure.
Leads process for all annual and multiyear IT planning, programming budgeting, and execution decisions.
Collaborates with the Department of Defense (DoD) to implement a modern and fully interoperable electronic health record (EHR) inside and outside the department.
Serves as a key member of IT ?related investment boards that sets agency-wide IT standards and policy for the effective, efficient, and secure use of IT and IT resources to accomplish the agency?s mission.
Migrates infrastructure and applications to commercial cloud providers to reduce operational costs and increase flexibility, allowing VA to deliver services to Veterans quickly and reliably.
Transforms procurement and acquisitions processes to optimize sourcing capabilities and streamlining processes that drive seamless and secure data interoperability across VA, DoD, Federal and commercial partners.
Defines authoritative data sources to ensure data is consistent and secure; to better leverage data storage, improve data-driven decision making, and simplify the way our customers interact with VA platforms.
Ensures the Annual Federal Information Security Management Act of 2002 (FISMA) Report to Congress.
Serves as the Senior Agency Official for Records Management (SAORM) with overall agency-wide responsibility for records management.
Participates in Congressional engagements to educated, inform, and respond to questions about IT projects and programs, congressionally appropriated dollars, OIT?s priorities, and IT workforce.
Oversees information protection policies, planning, and activities to improve how VA and its partners safeguard sensitive data.
Builds relationships across the enterprise to facilitate the operational and strategic alignment of IT requirements to current and future needs of stakeholders and business partners.
Ensures the confidentiality, integrity and availability of Veteran and VA information, and VA information systems and infrastructure.
Enables cross-organizational integration of people, programs, and initiatives, maximizing the execution of the OIT resources.
Defines strategies and programs designed to ensure compliance with Federal information management requirements and accessibility requirements.
Confirm the agency has a skilled workforce that keeps pace with technological advances with a robust process for the recruitment, retention, and development of a world-class cybersecurity workforce.
Reviews all major acquisitions supporting IT programs and initiatives as outlined in the Federal Information Technology Acquisition Reform Act (FITARA).
Senior Agency Official for Privacy (SAOP), ensures the agency's breach response plan and system security authorization documentation clearly define the roles and responsibilities for all who operate Federal information systems that create, collect, use, process, store, maintain, disseminate, disclose, or dispose of PII on behalf of the agency.",image.png,00Gt0000000ne04EAA,,00Gt0000000HSXiEAO,00Gt0000000ne3XEAQ,
OIT-005F Information and Technology Resource Management,001t0000009wAu3,OIT-005A Principal Deputy Assistant Secretary and Deputy Chief Information Officer,001t0000009wAuc,005F,5,Organization,,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,Alicia D Salvatierra,,Pamela Smith,Pamela Smith,,,,1,1,Pamela Smith,6/28/2021,-5,8/2/2021,,,"The Office of Information and Technology Resource Management (ITRM) ensures VA and OIT have the information technology (IT) resources needed to support our nation?s Veterans. ITRM consists of IT Budget and Finance (ITBF), the ITRM Corporate Business Office (CBO), and the IT Human Talent Management Office (HTMO). There are over 175 government staff located across the country, along with on-site and off-site contractor colleagues, supporting ITRM. ITRM?s mission is to provide sound management of IT resources while collaborating with business partners to deliver excellent service to our nation?s Veterans. ITRM works with the Office of Management and Budget and Congress to ensure the IT appropriation is transformed into an executable Budget Operating Plan (BOP) and funding is appropriately aligned to development and sustainment activities across the Department of Veterans Affairs (VA).","?	Manages and oversees OIT?s more than $4 billion IT budget, including directing financial and IT asset management while linking the budgeting process with IT programs
?	Guides OIT efforts in planning, programming, executing, controlling, and accounting for IT resources
?	Directs OIT Talent Management efforts to include recruitment to retirement, and ensures a comprehensive work experience tailored to employee talents and goals; delivers talent management services for OIT?s more than 8,000 government staff
?	Provides space and facilities services for OIT?s 32 locations nationwide; plans, leases, designs, workspace accountability, construction, safety, maintenance, furniture, utilities and cleaning",image.png,00Gt0000000ne06EAA,,00Gt0000000HSXhEAO,00Gt0000000ne3ZEAQ,
OIT-005F2 Information Technology Corporate Business Office,001t0000009wAu2,OIT-005F Information and Technology Resource Management,001t0000009wAu3,005F2,5,Organization,,,,VA Organization,,OIT,Yes,0,Integration User,001t0000003bSjB,,,,,,0,No,1,Yes,,0,,Alicia D Salvatierra,,Pamela Smith,Pamela Smith,,,,1,1,Janet Schiller,6/4/2021,-5,8/2/2021,,,"The Corporate Business Office (CBO) was established to formulate, execute, and track the internal Budget Operating Plan (BOP) for ITRM.  The office?s vision is to provide Budget, Acquisition, Information Technology, Safety, and Facilities support to all of ITRM. CBO prepares the acquisition packages for the ITRM budget line items and ensures entry into the Acquisition Review Module of the Budget Tracking Tool (BTT). CBO also provides IT support for onboarding and offboarding ITRM customers and oversees the operations, leases, security, and annual safety inspections at OIT?s 32 Managed Facilities.","?	Manages space, infrastructure, occupational health and safety, energy management, and physical security of all 32 OIT locations nationwide, consisting of nearly one million square feet of space
?	Establishes written policies and procedures for the timely and cost-effective dispatch and delivery of mail
?	Maintains stewardship of resources and provide financials on appropriations and funds for cost and obligation accounting
?	Provides contract management support for ITRM acquisitions, in collaboration with the Office of Strategic Sourcing (OSS)
?	Provides Human Resources and Information Technology support for ITRM",image.png,00Gt0000000s3JuEAI,,00Gt0000000HSXgEAO,00Gt0000000s3FxEAI,
